name,type
呼吸功能衰竭,症状
呼吸急促,症状
呼吸减慢而不规则,症状
呼吸节律异常,症状
呼吸窘迫综合症,症状
呼吸困难,症状
呼吸困难反复发作,症状
呼吸困难突然发作,症状
呼吸频率变快,症状
呼吸频率减慢,症状
呼吸频率异常,症状
呼吸气为腐臭味,症状
呼吸气为蒜臭味,症状
呼吸浅慢,症状
呼吸浅速,症状
呼吸深快,症状
呼吸衰竭,症状
呼吸深慢,症状
呼吸速率减慢且规则,症状
呼吸微弱,症状
呼吸性碱中毒,症状
呼吸异常,症状
呼吸性酸中毒,症状
呼吸抑制,症状
呼吸音粗糙,症状
呼吸音减弱,症状
呼吸音低,症状
呼吸暂停样现象,症状
呼吸中可有烂苹果味,症状
化学性支气管炎,症状
环甲肌失去收缩或牵引感,症状
黄白色黏痰有水果味,症状
黄色结节,症状
灰白色结节,症状
回声阴影,症状
会厌炎,症状
昏迷,症状
混合性呼吸困难,症状
混合性紫绀,症状
活动后气促,症状
肌痛,症状
鸡鸣样回声,症状
急性病容,症状
急性呼吸窘迫综合征,症状
急性呼吸困难,症状
急性面容,症状
继发感染,症状
间歇性寒颤,症状
肩背痛,症状
浆液脓性分泌物,症状
结核杆菌血行播散,症状
结核中毒,症状
结节,症状
金属音调咳嗽,症状
紧脉,症状
进行性肉芽性溃疡坏死,症状
痉挛性咳嗽,症状
静脉回流障碍,症状
静脉内持续性血流,症状
静脉血氧饱和度（SVO2）降低,症状
镜子征,症状
酒精过敏,症状
局灶症状,症状
剧烈运动后哮喘,症状
抗Jo-1抗体阳性,症状
抗利尿激素(ADH)分泌增多,症状
咳出棕色痰栓,症状
咳泡沫黏液痰,症状
咳声低弱,症状
咳巧克力色痰,症状
咳声嘶哑,症状
咳嗽,症状
咳嗽伴杵状指,症状
咳嗽伴呼吸困难,症状
咳嗽伴体重减轻,症状
咳嗽伴哮鸣音,症状
咳嗽伴胸痛,症状
咳嗽反射,症状
咳嗽痰多,症状
咳痰,症状
咳铁锈色痰,症状
咳血,症状
咳血痰,症状
空洞形成,症状
空气栓塞,症状
口鼻血性分泌物,症状
口鼻周围发绀,症状
口唇发绀,症状
口唇干燥,症状
口唇青紫,症状
口及咽部烧灼感,症状
口吐血沫,症状
口有溴味及咸味,症状
块状痰,症状
库瓦西耶征阳性,症状
劳动后气急,症状
劳累后感觉胸闷,症状
劳累后胸闷,症状
劳累后胸痛,症状
劳力性呼吸困难,症状
老人剧烈咳嗽,症状
肋骨及胸骨下吸入性凹陷,症状
肋间隙变窄,症状
肋间隙可有压痛,症状
肋膜腔积水,症状
类癌面红,症状
粒细胞增多,症状
连枷胸,症状
连续机器样杂音,症状
两肺满布粟粒状阴影,症状
两肺弥漫或散在可逆性哮鸣音,症状
两肺毛玻璃样粟粒样或结节样改变,症状
两下肺纹理增粗,症状
淋巴道转移,症状
淋巴管淤积,症状
淋巴结节,症状
淋巴结结核,症状
流感样症状,症状
瘤体坚硬,症状
瘤细胞浸润,症状
卵石征,症状
啰音,症状
脉浮紧,症状
脉洪而芤,症状
脉氧合不足,症状
慢性咳嗽,症状
毛细血管出血,症状
毛细血管扩张,症状
毛细血管渗漏综合征,症状
煤尘或胆固醇结晶的黏痰,症状
弥漫性鼓音,症状
免疫损害,症状
面赤唇紫,症状
面色苍白,症状
面色青紫,症状
纳差,症状
囊性增生,症状
囊肿壁薄且内含无色液体,症状
囊肿样改变,症状
黏稠或脓性痰伴有腥臭味,症状
黏膜损害,症状
黏液分泌亢进,症状
黏液脓性痰,症状
柠檬色痰,症状
脓气胸,症状
脓痰,症状
脓性分泌物,症状
脓胸,症状
脓性分泌物增多,症状
脓肿破入胸腔,症状
"呕吐,下胸痛,下颈部皮下气肿",症状
排痰无力,症状
泡样水肿,症状
皮肤转移,症状
皮下气肿,症状
频繁吐黏液,症状
频繁性惊醒,症状
频吐白沫,症状
平滑肌痉挛,症状
平卧呼吸困难,症状
奇脉,症状
气喘,症状
气道变窄,症状
气道高反应性,症状
气道和食管之间的瘘管,症状
气短,症状
气道陷闭,症状
气管处可听到异物冲击的拍击声,症状
气管间隙形成肿块,症状
气管和纵隔移位,症状
气管隆突以上的损伤,症状
气管食管树胶样肿,症状
气管受压,症状
气管移位,症状
气管阻塞,症状
气管纵隔和心脏向健侧移位,症状
气过水声,症状
气急,症状
气急喘盛,症状
气逆,症状
气体弥散功能下降,症状
气体弥散障碍,症状
气息异常,症状
气胸,症状
气血虚弱,症状
气阴两虚,症状
前胸压迫性疼痛,症状
强迫侧卧位,症状
轻度中毒,症状
情绪性哮喘,症状
全身皮肤黏膜明显发绀,症状
颧红盗汗,症状
犬吠样咳嗽,症状
缺乏深睡眠,症状
热咳,症状
乳糜胸,症状
乳头样增生变化,症状
三凹征,症状
上肺纤维化明显,症状
上呼吸道卡他症状,症状
上呼吸道粘膜刺激症状,症状
神昏气促,症状
神疲乏力,症状
渗出性胸水,症状
生命体征改变,症状
声门短而窄,症状
声门以上的损伤,症状
声门水肿,症状
声门运动障碍,症状
声音变低,症状
失音,症状
湿咳,症状
湿啰音,症状
湿罗音,症状
湿性咳嗽,症状
湿性体质,症状
食管瘘,症状
食管气管瘘,症状
食物误入气道,症状
嗜睡,症状
嗜酸细胞增加,症状
嗜酸性粒细胞增多,症状
收缩期反流性杂音,症状
收缩早期喀喇音,症状
舒张期哈气样杂音,症状
鼠尾征,症状
双肺的吸气爆裂音,症状
双肺水泡音,症状
水咳,症状
水气胸,症状
水肿伴呼吸困难、紫绀,症状
睡眠呼吸暂停,症状
睡眠猝死,症状
睡眠唤醒反应,症状
睡眠节律紊乱,症状
耸肩喘息,症状
粟粒性结核,症状
锁骨上及前斜角肌淋巴结肿大,症状
胎粪污染,症状
抬肩以助呼吸,症状
苔白而润,症状
苔薄黄,症状
痰多,症状
痰呈白色黏稠胶冻状,症状
痰呈粘液脓性,症状
痰火上壅清窍,症状
痰检或可找到丝状蚴,症状
痰检阴性,症状
痰鸣气急,症状
痰鸣音,症状
痰黏稠或脓性可有腥臭味,症状
痰湿停聚,症状
痰饮,症状
痰有恶臭味,症状
痰中带血丝,症状
痰中带血,症状
痰中或可找到蛔蚴或虫卵,症状
叹息样呼吸,症状
体肺循环栓塞,症状
涕唾稠粘,症状
铁锈色痰,症状
桶状胸,症状
突发的右侧心衰,症状
突发性疼痛,症状
吐白沫痰,症状
吐泡沫痰,症状
吐血痰,症状
吞咽时胸痛,症状
唾血,症状
外寒内热,症状
微炎症状态,症状
卧床不起,症状
无活动性结核病灶,症状
无力,症状
五志化火,症状
吸气困难,症状
吸气时出现连枷胸,症状
吸气时上气道陷闭,症状
吸气时胸口痛,症状
吸气时有蝉鸣音,症状
吸入综合征,症状
吸烟胸痛,症状
细胞感染增大,症状
细菌的混合感染,症状
细菌感染,症状
下肺代偿性气肿,症状
纤毛结构缺陷,症状
纤毛清除功能障碍,症状
纤毛上皮细胞损伤脱落,症状
纤维渗出物,症状
纤维性钙化结节,症状
消耗性体重下降,症状
消瘦,症状
小儿鼻塞,症状
小儿干咳,症状
小儿剧烈咳嗽,症状
小儿咳嗽,症状
小支气管痉挛,症状
小支气管平滑肌挛缩,症状
小支气管粘膜水肿,症状
哮鸣音,症状
心肺栓塞,症状
心慌,症状
心慌气短,症状
心内分流为右向左,症状
心室肥大,症状
心音遥远,症状
心源性呼吸窘迫,症状
心源性呼吸困难,症状
心脏扩大,症状
新生儿鼻塞,症状
新生儿低体温,症状
新生儿发绀,症状
新生儿喉喘鸣,症状
新生儿气促,症状
胸背痛,症状
胸壁浸润,症状
胸壁塌陷,症状
胸壁血管充盈,症状
胸部沉重感,症状
胸部挫伤,症状
胸部大片斑块,症状
胸部紧迫或束带感,症状
胸部瘙痒,症状
胸部隐痛,症状
胸部有过度回响,症状
胸大肌外侧缘处如花生米大小的肿块,症状
胸腹壁浅在条索伴疼痛或牵扯痛,症状
胸骨后不适,症状
胸腹呈矛盾运动,症状
胸膈间烧灼嘈杂感,症状
胸骨后异物阻塞感及隐痛,症状
胸骨隆凸,症状
胸骨下端压痛,症状
胸骨压痛,症状
胸口紧绷,症状
胸口闪电疼痛,症状
胸廓畸形,症状
胸廓塌陷,症状
胸廓塌陷畸形,症状
胸廓狭窄而扁,症状
胸廓也有塌陷畸形,症状
胸廓异常,症状
胸闷,症状
胸闷憋气,症状
胸闷气短,症状
胸膜肥厚,症状
胸膜钙化,症状
胸膜毛细血管通透性增加,症状
胸膜摩擦音,症状
胸膜休克,症状
胸膜增厚,症状
胸膜增厚粘连,症状
胸膜粘连,症状
胸膜转移,症状
胸片示肺内孤立结节,症状
胸前区疼痛,症状
胸腔积液,症状
胸腔疼痛,症状
胸式呼吸,症状
胸水,症状
胸痛,症状
胸痛伴呼吸困难,症状
胸痛伴冷汗,症状
胸痛伴胸闷、心悸,症状
胸窝疼痛,症状
胸膺胀满,症状
血沉增速,症状
血道播散,症状
血骨髓或痰涂片发现疟原虫,症状
血管壁及周围有Ig及补体沉着,症状
血管增生,症状
血流动力学障碍,症状
血流过度,症状
血清抗GBM抗体阳性,症状
血清降钙素水平增高,症状
血清钠增高,症状
血缺氧,症状
血丝痰,症状
血象嗜酸粒细胞增多,症状
血性胸水,症状
血性渗液,症状
血胸,症状
压迫性疼痛,症状
咽部灼热疼痛,症状
咽喉不利,症状
咽喉部充血,症状
咽喉部干燥刺痒,症状
咽喉干燥充血,症状
咽喉干燥及灼热感,症状
咽喉疼痛,症状
咽喉炎,症状
咽痛,症状
咽痛声哑,症状
严重急性呼吸道症,症状
炎性肉芽肿,症状
炎性损害,症状
炎性细胞浸润,症状
颜面充血呈樱桃红色,症状
厌食,症状
羊水中有胎粪,症状
仰卧呼吸,症状
氧分压低,症状
药物过敏反应,症状
噎痛感,症状
叶间裂移位,症状
叶间裂常呈弧形下坠,症状
夜间盗汗,症状
夜间咳嗽,症状
夜间睡眠气短憋醒,症状
液气胸,症状
液体平衡失调,症状
一侧胸廓塌陷,症状
一过性的流感样症状,症状
一咳嗽胸口就疼,症状
异常体位所致的窒息,症状
异型网织细胞,症状
异源性ACTH,症状
音浊不扬,症状
隐球菌囊膜多糖堆积,症状
婴儿睡眠少,症状
右室肥厚,症状
右胸痛,症状
语音震颤增强,症状
晕厥反复发作,症状
孕妇气喘,症状
孕妇胸闷气短,症状
运动气喘,症状
运动耐力降低,症状
运动性疲劳,症状
燥邪犯肺,症状
粘膜充血,症状
粘液腺体肥大,症状
张口呼吸,症状
张力性气胸,症状
张口抬肩,症状
长期发热,症状
真菌感染,症状
阵发性夜间呼吸困难,症状
支气管肺泡音,症状
支气管痉挛,症状
支气管分泌物增加,症状
支气管脓性分泌物增多,症状
支气管平滑肌痉挛,症状
支气管树受压,症状
支气管狭窄,症状
支气管以下的损伤,症状
肢端硬化,症状
指根部疼,症状
指甲呈现青紫色,症状
指甲床发绀,症状
窒息,症状
中度吸入性损伤,症状
中耳和耳咽管纤毛异常,症状
中枢性呼吸暂停,症状
中心性钙化,症状
中性粒细胞增高,症状
肿瘤钙化,症状
钟摆征,症状
种植性结节,症状
周身不适,症状
周身炎症反应,症状
主动脉和肺动脉影偏小,症状
浊气壅滞,症状
紫绀,症状
紫绀和血缺氧,症状
自汗肢冷,症状
纵隔病变,症状
纵隔积气,症状
纵隔淋巴结增生,症状
纵隔囊肿,症状
纵隔纤维化,症状
纵隔阴影,症状
纵隔增宽,症状
纵膈淋巴结肿大,症状
纵隔浊音界扩大,症状
纵膈气肿,症状
组织液渗出,症状
组织细胞增生,症状
左胸痛,症状
交通性,疾病
胎粪吸入性肺炎,疾病
MAS,疾病
体外膜肺,其他治疗
脓气胸,疾病
继发性气胸,疾病
闭合性,疾病
张力性,疾病
开放性,疾病
肺出血,疾病
气管狭窄,疾病
气管狭窄或闭锁,疾病
先天性气管闭锁,疾病
急性呼吸道炎症,疾病
重度狭窄,疾病
轻度狭窄,疾病
长段狭窄,疾病
狭窄段短,疾病
intraparenchymal	hemorrhage,疾病
N-乙酰半胱氨酸,药物
血浆置换,其他治疗
AHF,疾病
真菌感染,疾病
细菌感染,疾病
SID,疾病
右位 心,疾病
磁共振,检查
WD,疾病
血清免疫球蛋白,检查
抗中性粒细胞胞浆抗体,检查
抗神经节苷脂抗体,检查
合并感染,疾病
肺囊虫性肺炎,疾病
补充IgG,其他治疗
肺炎支原体肺炎,疾病
α及δ颗粒同时发生缺陷者,疾病
MP肺炎,疾病
难治性 MP 肺炎,疾病
衣原体肺炎,疾病
HSPN,疾病
部分性肺静脉异位连接,疾病
中型房间隔缺损,疾病
主-肺动脉连接,疾病
喘息性支气管炎,疾病
哮喘性支气管炎,疾病
NEC,疾病
食管气管瘘,疾病
胸部肿瘤,疾病
腺泡型,疾病
非腺泡型肿瘤有效,疾病
IRSⅢ,疾病
原发于肺部的横纹肌肉瘤,疾病
急性感染性喉炎,疾病
喉梗阻,疾病
布地奈德,药物
喉 梗阻,疾病
BMD,疾病
DMD,疾病
血管瘤,疾病
血管瘤性综合征遗传性出血性血管扩张症,疾病
肺内型,疾病
肺内型肺隔离症,疾病
肺内型隔离肺,疾病
肺外型,疾病
肿内型,疾病
肺透明膜病,疾病
RDS,疾病
通气功能障碍,疾病
严重缺氧,疾病
湿肺,疾病
新生儿暂时性呼吸增快,疾病
B	组链球菌肺炎,疾病
膈疝,疾病
氧疗,其他治疗
氨甲蝶呤,药物
成人慢性支气管炎,疾病
呼出气一氧化碳,检查
血液中碳氧血红蛋白,检查
普乐可复,药物
霉酚酸酯,药物
康宁克通A,药物
曲安西龙,药物
泼尼松,药物
曲安奈德,药物
呋塞米,药物
不良组织类型,疾病
良好组织类型,疾病
广泛动脉受累,疾病
肺隐球菌感染,疾病
乳胶凝集试验,检查
新生儿室息,疾病
重症MP肺炎,疾病
mycoplasmal pneumonia,疾病
青紫型先天性心脏病,疾病
开窗,手术治疗
肺部隐球菌病,疾病
隐球菌感染,疾病
间变性或高度恶性肿瘤,疾病
病毒性咽炎,疾病
间变性或高度恶性肿瘤或高度恶性肿瘤,疾病
咽-结合膜热,疾病
上呼吸道感染的并发症,疾病
急性上感,疾病
感冒,疾病
原发性上感,疾病
急性,疾病
慢性,疾病
急性者,疾病
TIN,疾病
HS,疾病
酸化甘油试验,检查
缺铁性贫血,疾病
外周血总淋巴细胞计数,检查
呕吐,疾病
抗胸腺细胞球蛋白,药物
小型缺损,疾病
大型缺损,疾病
中型缺损,疾病
三房心,疾病
肺泡PaCO2增加,疾病
呼吸系统本身疾病,疾病
酸碱平衡呼吸性酸中毒,疾病
呼吸系统紊乱,疾病
呼吸道阻塞,疾病
肺萎缩,疾病
呼吸窘迫综合征,疾病
呼吸受限,疾病
胸部疾病,疾病
血二氧化碳分压增加,疾病
高碳酸血症,疾病
冷凝集素病,疾病
血浆分离法,手术治疗
肺含铁血黄素沉着症,疾病
pRTA,疾病
肺动脉瓣下狭窄,疾病
先天性肺淋巴管扩张症,疾病
Ⅱ型继发于肺静脉阻塞,疾病
流行性毛细支气管炎,疾病
窒息,疾病
急性喉气管支气管炎,疾病
细菌性气管炎,疾病
发热,疾病
肉芽肿病,疾病
高热,疾病
弛张热,疾病
低热,疾病
急性感染,疾病
不伴有局部症状的发热,疾病
呼吸道合胞病毒和流感病毒感染,疾病
粟粒性肺结核,疾病
结核感染,疾病
感染性疾病,疾病
隐匿性细菌性肺炎,疾病
真菌病,疾病
坏死性肉芽肿性血管炎,疾病
脓肿,疾病
呼吸道或泌尿生殖系统感染,疾病
炎症,疾病
巨细胞病毒感染,疾病
真菌或寄生虫感染,疾病
纵隔处的病变,疾病
先锋头,疾病
ACEI,其他治疗
Hb	Bart胎儿水肿综合征,疾病
肺炎链球菌肺炎,疾病
化脓性并发症,疾病
革兰氏阴性杆菌肺炎,疾病
大肠埃希菌肺炎,疾病
铜绿假单胞菌肺炎,疾病
重症肌无力,疾病
Ⅲ型（急性快速进展型）,疾病
依酚氯铵,药物
休克代偿期,疾病
休克失代偿期,疾病
胸部型放线菌病,疾病
病毒感染,疾病
气道异物,疾病
喉部异物,疾病
气管异物,疾病
支气管异物,疾病
继发感染,疾病
LN,疾病
肺动脉狭窄,疾病
伴肺动脉狭窄,疾病
肺动脉高压和高血流量,疾病
血管收缩因子,疾病
上腔静脉-右肺动脉吻合术,手术治疗
Blalock-Taussig手术,手术治疗
Ⅳ型,疾病
典型流感,疾病
新生儿流感,疾病
肺炎型流感,疾病
幼儿流感,疾病
学龄儿及青少年流感,疾病
轻型流感,疾病
甲型流感,疾病
扎那米韦,其他
丙型流感,疾病
甲型和乙型流感,疾病
急性型,疾病
慢性型,疾病
急性期,疾病
相对剂量反应,检查
充血型,疾病
肿胀型,疾病
出血糜烂型,疾病
呼吸暂停症,疾病
EB病毒感染,疾病
气促,疾病
喘鸣,疾病
scimitar syndrome,疾病
PAH的辅酶-四氢生物蝶呤,疾病
严重RDS,疾病
PPHN,疾病
血管紧张素转化酶抑制剂,药物
血管紧张素受体拮抗剂,药物
螺内酯,药物
阿米洛利,药物
ARDS,疾病
溺水,疾病
气管和支气管异物,疾病
SIDS,疾病
小儿呼吸、心搏骤停,疾病
小儿呼吸心搏骤停,疾病
心搏骤停,疾病
集束化治疗策略,其他治疗
免疫疗法,其他治疗
严重的肺炎,疾病
梗阻性休克,疾病
休克,疾病
MOF,疾病
依托泊苷,药物
地塞米松,药物
长春地辛,药物
cytomegalic inclusion disease,疾病
HCMV肺炎,疾病
早发GBS感染,疾病
胸骨后疝,疾病
胸腹裂孔疝,疾病
JAS,疾病
IgA缺陷,疾病
C1脂酶抑制物缺陷,疾病
病因继发性免疫缺陷病,疾病
HIV感染,疾病
小儿AIDS,疾病
深部血肿,疾病
卡介苗,药物
APSGN,疾病
肌注呋塞米,药物
恶性神经鞘瘤,疾病
呼吸困难,疾病
HCM,疾病
轻型,疾病
重型,疾病
中间型,疾病
继发性含铁血黄素沉着症,疾病
SMA-Ⅰ型,疾病
SMA-Ⅱ型,疾病
限制性肺病,疾病
进行性肺不张,疾病
Ⅰ型,疾病
Ⅲ型,疾病
Ⅱ型,疾病
儿童阻塞性睡眠呼吸暂停综合征,疾病
儿童OSAS,疾病
小儿OSAS,疾病
OSAS,疾病
阻塞性呼吸暂停,疾病
屏气发作,疾病
先天性声门蹼,疾病
咽乳头状瘤,疾病
声带襞麻痹,疾病
极重度,疾病
多导睡眠图,检查
平滑肌肉瘤,疾病
血管（肺、脑、肾、肠系膜、脾动脉等）栓塞,疾病
IE,疾病
室间隔完整型肺动脉闭锁,疾病
恶性纤维组织细胞瘤,疾病
差异性发绀,症状
囊性纤维化,疾病
CF,疾病
环磷酰胺,药物
大型室间隔缺损,疾病
中型至大型缺损,疾病
肺出血-贤炎综合征,疾病
假丝酵母菌病,疾病
播散性假丝酵母菌病综合征和假丝酵母菌菌血症,疾病
假丝酵母菌,疾病
呼吸道假丝酵母菌病,疾病
特发性弥漫性肺间质纤维化,疾病
idiopathic diffuse interstitial fibrosis of the lung,疾病
FGR,疾病
潜伏结核感染,疾病
CMV,疾病
性气管支气管炎,疾病
重度出血,疾病
呼吸暂停,疾病
GER,疾病
咽后壁脓肿,疾病
喉气管支气管炎,疾病
酶联免疫吸附试验,检查
水钠潴留,疾病
肺动脉管道狭窄,疾病
周围肺动脉狭窄,疾病
血管炎综合征,疾病
变应性肉芽肿,疾病
原发性血管炎,疾病
锡中卟啉,药物
进行性代谢性酸中毒,疾病
酸中毒,疾病
磁共振影像,检查
NB,疾病
GNB混合型,疾病
荧光原位杂交法,检查
炎性病变,疾病
C反应蛋白,检查
抗中性粒细胞胞质抗体,检查
硫唑嘌呤,药物
先天性通气不足综合征,疾病
原发性肺泡换气不足,疾病
HD,疾病
婴儿型,疾病
间质性浆细胞肺炎,疾病
儿童型,疾病
肺炎衣原体,疾病
沙眼衣原体,疾病
混合感染,疾病
副流感病毒,疾病
卡他莫拉菌,疾病
流感病毒,疾病
呼吸道合胞病毒,疾病
腺病毒,疾病
肺炎克雷伯杆菌,疾病
巨细胞病毒,疾病
人偏肺病毒,疾病
博卡病毒,疾病
麻疹病毒,疾病
新型H1N1流感病毒,疾病
非典型菌,疾病
肺炎链球菌,疾病
B组溶血性链球菌,疾病
流感嗜血杆菌,疾病
金黄色葡萄球菌,疾病
百日咳杆菌,疾病
肺炎支原体,疾病
RSV,疾病
典型肺炎,疾病
bronchopneumonia,疾病
轻度缺氧,疾病
轻症肺炎,疾病
麻疹肺炎,疾病
肺炎链球菌感染,疾病
流感病毒感染,疾病
金黄色葡萄球菌感染,疾病
RSV感染,疾病
单纯呼吸性酸中毒,疾病
已失代偿并合并代谢性酸中毒,疾病
侵袭性肺炎链球菌感染,疾病
磺胺甲基异唑,其他
继发性肾小球疾病,疾病
幼儿型,疾病
聚合酶链反应,检查
渗出性胸膜炎,疾病
气管软化,疾病
吉兰-巴雷综合征,疾病
两性霉素B,药物
呼吸系统假丝酵母菌病,疾病
白色假丝酵母菌,疾病
全身性隐球菌病,疾病
新型隐球菌,疾病
IPA,疾病
Ⅰ度喉梗阻,疾病
Ⅱ度喉梗阻,疾病
Ⅲ度喉梗阻,疾病
Ⅳ度喉梗阻,疾病
Ⅱ度或Ⅱ度以上喉梗阻,疾病
内部浸润型肿瘤,疾病
4-氨基水杨酸,药物
malignant mesothelioma,疾病
呼吸道合胞病毒肺炎,疾病
ADV肺炎,疾病
闭塞性细支气管炎,疾病
合胞病毒RSV)肺炎,疾病
B0,疾病
新生儿呕吐,疾病
螺旋霉素,药物
感染性肺炎,疾病
卡氏肺囊虫,疾病
条件性致病菌,疾病
急性肺损伤急性呼吸窘迫综合征,疾病
无创机械通气,其他治疗
呼气末正压通气,其他治疗
ALI/ARDS,疾病
液体通气技术,其他治疗
体外膜肺技术,其他治疗
高频振荡通气,其他治疗
急性肺损伤,疾病
医源性直接肺损伤,疾病
呼吸机诱发肺损伤,疾病
呼吸机相关肺炎,疾病
泮库溴铵,药物
人粒细胞无形体病,疾病
HGA,疾病
严重狭窄,疾病
狭窄严重,疾病
严重肺动脉瓣狭窄,疾病
儿童支气管扩张,疾病
免疫缺陷,疾病
先天性,疾病
柱状支气管扩张症,疾病
囊状支气管扩张症,疾病
NAIT,疾病
血清乳酸脱氢酶,检查
Hecht巨细胞肺炎,疾病
继发性肺炎,疾病
糖皮质类固醇,药物
CD,疾病
5-ASA,药物
5-氨基水杨酸,药物
IDA,疾病
干性胸膜炎,疾病
肺泡性蛋白沉积症,疾病
pulmonary alveolar proteinosis,疾病
获得性或成人型 PAP,疾病
先天性 PAP,疾病
先天性PAP,疾病
获得性PAP,疾病
急慢性缺氧,疾病
阵发性缺氧发作,疾病
锁骨下动脉-肺动脉分流术,手术治疗
恶性间皮瘤,疾病
急性感染性疾病,疾病
真菌性肺炎,疾病
浆膜炎,疾病
JIA,疾病
非甾体类抗炎药,药物
甲氨蝶呤,药物
磁共振成像,检查
巨噬细胞活化,疾病
人蛔虫病,疾病
嗜酸性肺炎,疾病
过敏,疾病
生理纠治术,手术治疗
MCTD,疾病
上皮样肉瘤,疾病
自主神经症状,疾病
aspergillosis,疾病
肺曲霉病,疾病
曲霉性支气管-肺炎,疾病
球型肺曲霉病,疾病
侵袭性肺曲霉菌病,疾病
变态反应性曲霉病,疾病
全身性曲霉病,疾病
变应性肺曲霉病,疾病
血清半乳甘露聚糖(GM)抗原检测,检查
肺动脉分流术,手术治疗
前驱病毒感染,疾病
RS,疾病
中枢性呼吸衰竭,疾病
纤维结节,疾病
ALL,疾病
生后感染,疾病
CMV感染,疾病
围生期感染,疾病
HCMV感染,疾病
EH,疾病
囊性腺瘤样畸形,疾病
先天性肺叶气肿,疾病
肺发育不全或不发育,疾病
肺未发育或肺发育不全,疾病
蛔幼性肺炎,疾病
蛔虫性嗜酸性粒细胞性肺炎,疾病
Loffler综合征,疾病
非甾体抗炎药,药物
中性粒细胞胞浆抗体,检查
安美汀,药物
肺发育不良,疾病
宫内感染性肺炎,疾病
出生后感染性肺炎,疾病
单纯疱疹病毒性肺炎,疾病
金黄色葡萄球菌合并脓胸,疾病
急性粟粒性肺结核,疾病
急性全身粟粒性结核病,疾病
原发型肺结核,疾病
结核分枝杆菌血症,疾病
血管环,疾病
局限型,疾病
流感嗜血杆菌（Hi）肺炎,疾病
沙门菌肺炎,疾病
肺脓疡,疾病
革兰阴性杆菌肺炎,疾病
L型菌肺炎,疾病
婴儿肺炎链球菌肺炎,疾病
百日咳肺炎,疾病
广泛性毛细支气管炎,疾病
不全性Kartagener综合征,疾病
局灶性支气管扩张,疾病
鼻窦炎或下呼吸道感染,疾病
抗生素相关性腹泻,疾病
侵袭性细菌感染,疾病
"代谢性
酸中毒",疾病
侵袭性炎症病变,疾病
PCR,检查
聚合酶联反应,检查
克拉霉素,药物
meconium aspiration syndrome,疾病
酮症酸中毒,疾病
继发细菌感染,疾病
肺炎合并心力 衰竭,疾病
前降钙素,检查
肺炎合并心力衰竭,疾病
肺炎合并缺氧中毒性脑病,疾病
利巴韦林,药物
恶性间叶瘤,疾病
爽身粉吸入,疾病
食物和呕吐物吸入,疾病
急性Q热,疾病
慢性Q热,疾病
肺动脉吊带,疾病
内脏念珠菌病,疾病
念珠菌肺炎,疾病
念珠菌所致的变态反应,疾病
血清（1-1）-β-D-葡聚糖测定,检查
播散性假丝酵母菌病综合征,疾病
丝酵母菌性肺炎,疾病
假丝酵母菌菌血症,疾病
过敏性疾病,疾病
重症感染性疾病,疾病
酸碱平衡紊乱,疾病
新生儿高镁血症,疾病
混合性酸碱平衡紊乱,疾病
血二氧化碳分压降低,疾病
低氧,疾病
酸碱平衡呼吸性碱中毒,疾病
水杨酸中毒,疾病
CO中毒时呼吸加快,疾病
PaCO2降低,疾病
急性低碳酸血症,疾病
急性坏死型,疾病
朗格汉斯细胞组织细胞增生症,疾病
弥散性LCH,疾病
完全性肺静脉异位连接,疾病
肺静脉异位连接,疾病
心下型,疾病
发生巨细胞病毒感染,疾病
奴卡菌病,疾病
念珠菌感染,疾病
卡氏肺囊虫性肺炎,疾病
韦格肉芽肿,疾病
卡托普利,药物
甲泼尼龙,药物
普洛尔,药物
有肺出血的Goodpasture综合征,疾病
张力性气囊肿,疾病
恶性血管内皮瘤,疾病
Potter综合征,疾病
肺纤维增生,疾病
肺泡微石症,疾病
FD小儿,疾病
反转录聚合酶链反应,检查
加强长春新碱和放线菌素D,药物
阿莫西林,药物
微小病变型,疾病
水肿,疾病
呼吸道感染,疾病
血管紧张素转换酶抑制剂,药物
婴幼儿细菌性肺炎,疾病
原发假丝酵母菌性肺炎,疾病
假丝酵母菌性肺炎,疾病
肺孢子虫病,疾病
婴儿间质性浆细胞肺炎,疾病
淋巴细胞间质性肺炎,疾病
真菌感染性疾病,疾病
血液标本真菌细胞壁成分1，3-β-D葡聚糖抗原,检查
血液标本曲霉半乳甘露聚糖抗原（GM）检测,检查
侵袭性肺部真菌感染,疾病
浆液性胸膜炎,疾病
浆液纤维素性胸膜炎,疾病
浆液血性胸膜炎,疾病
FP,药物
ICS,药物
BDP,药物
轻中度咳喘,疾病
氟地卡松,药物
二丙酸倍氯米松,药物
孟鲁司特钠,药物
budesonide,药物
沙丁胺醇缓释片,药物
Meptin,药物
Bambec,药物
呼吸道病毒感染,疾病
慢性气道变应性炎症,疾病
急性哮喘,疾病
咳喘,疾病
婴幼儿呼吸道慢性感染,疾病
呼吸道局灶性感染,疾病
asthma,疾病
慢性气道炎症,疾病
气道慢性炎症性疾病,疾病
早期一过性喘息,疾病
呼吸道过敏,疾病
急性呼吸道病毒感染,疾病
咳嗽变异性哮喘,疾病
早期起病的持续性喘息,疾病
儿童过敏性哮喘,疾病
气道慢性特应性炎症,疾病
儿童哮喘,疾病
acute upper respiratory infection,疾病
急性呼吸道感染性疾病,疾病
