:ID,name,type,:LABEL,description,source
e_2e675a0d05e5,阿那格雷,西药,西药,nan,medical_kg
e_d5168ebcb1f1,可用于诊断重症肌无力，但不作为治疗用药。(1)可用于鉴别重症肌无力患者新斯的明或吡斯的明的用量不足、恰当或逾量。(2)可用于鉴别除极肌松药的作用是停留在ⅰ相，还是已进人ⅱ相，ⅰ相时为增效，ⅱ相时为拮抗。,其他治疗,其他治疗,nan,medical_kg
e_4b862f5ce599,头孢噻甲羧肟,西药,西药,nan,medical_kg
e_a876de6ebea8,precortisyl,西药,西药,nan,medical_kg
e_ae2984e3ef0d,泛影酸钠泛影葡胺,西药,西药,nan,medical_kg
e_14a16c5ba831,鼻渊通窍颗粒,中成药,中成药,nan,medical_kg
e_9e51c2e77ed6,肠溶片:0.125g，0.25g；,药物,药物,nan,medical_kg
e_1acb77f0249a,口服：(1)成人：每次10～20mg，每天3次或4次；(2)儿童：每天7.5～30mg。,其他治疗,其他治疗,nan,medical_kg
e_c03cd8876cd3,用药期间应监测肝功能，如发现肝功能异常应及时停药。,其他治疗,其他治疗,nan,medical_kg
e_f8979c5cffc4,脉络宁注射剂,中成药,中成药,nan,medical_kg
e_b52556380354,本品主要用于全身麻醉，但不推荐单独使用。,其他治疗,其他治疗,nan,medical_kg
e_fc7609b76d0c,用药前后及用药时应当检查或监测：(1)长期用药应监测血象、肝肾功能。(2)与高剂量肝素、抗凝血药同用时，应监测凝血参数。(3)淋病患者初诊及治疗3个月后应进行梅毒检查。,其他治疗,其他治疗,nan,medical_kg
e_e70a25288f18,常用抗病毒药物,其他治疗,其他治疗,nan,medical_kg
e_0e78ad029b63,深部肌注：成人每天0.75～1g(20mg/kg)，分1～2次给药，应用2～3个月后，改为每周给药2～3次，每次1g。老年患者每天不宜超过0.75g，连续6～12个月。,其他治疗,其他治疗,nan,medical_kg
e_90caa507c045,cefmetazole,药物,药物,"""""A cephamycin antibiotic advised to be avoided for 3GCephRE infections.""""<SEP>""""A cephamycin antibiotic evaluated in retrospective studies for 3GCephRE BSI compared to carbapenems.""""<SEP>""""A cephamycin antibiotic not recommended for treating 3GCephRE infections due to very low evidence.""""<SEP>""""Cefmetazol","medical_kg,guideline"
e_6b0b254d5e5c,头孢赛曲,西药,西药,nan,medical_kg
e_b335d4ae44da,慎用:(1)对β-内酰胺抗生素过敏者；(2)严重肝、肾功能障碍者；(3)支气管哮喘、皮疹、荨麻疹等过敏体质者；(4)癫痫、潜在神经疾患者；(5)哺乳期妇女。,其他治疗,其他治疗,nan,medical_kg
e_f23f0dfe3e1f,高血压、冠心病、甲状腺功能亢进患者慎用。,其他治疗,其他治疗,nan,medical_kg
e_aa1c03f466e0,雾化吸入：成人(包括老年人)及12岁以上儿童，急性发作期1小瓶，严重病例可增加到2小瓶。维持治疗期一次1小瓶，每日3～4次。雾化吸入剂必须通过合适的雾化器或间歇正压通气机给药，不能口服。,其他治疗,其他治疗,nan,medical_kg
e_db8d9bebadef,asmaten,西药,西药,nan,medical_kg
e_42a9b7d98232,五福化毒丸,中成药,中成药,nan,medical_kg
e_f20d18f8b2f6,复尔欣,西药,西药,nan,medical_kg
e_baf58227927f,口服：一般剂量为每天0.2～0.4g，分1～2次服，疗程7～14天，少数病例3～5天，呼吸系统慢性感染可长达30天。用于性传播疾病，淋菌性感染单剂量0.4g，顿服；用于软性下疳，每次0.2～0.3g，每天2次，连续7～14天。,其他治疗,其他治疗,nan,medical_kg
e_b43f16c386a4,口服：开始每天0.5～2mg，分2次服用。维持量为每天0.5～1mg。,其他治疗,其他治疗,nan,medical_kg
e_0d1ae26af686,慎用:(1)哺乳期妇女；(2)肝功能不全患者。,其他治疗,其他治疗,nan,medical_kg
e_66569c1ea5b2,儿童:(1)口服给药：每天30～60mg/kg，分3～4次给药；(2)肌内注射：每天15～30mg/kg，分2次给药；(3)静脉滴注：每天10～20mg/kg，分2～3次给药。,其他治疗,其他治疗,nan,medical_kg
e_abda4cb260b6,oxyetophylline,西药,西药,nan,medical_kg
e_945c27f2537a,vancomycin,药物,药物,"""""Vancomycin is an antimicrobial agent whose receipt for >3 days is a risk factor for candidemia in pediatric ICU patients.""""<SEP>VANCOMYCIN is a glycopeptide antibiotic approved for clinical use, effective against multidrug-resistant pathogens, particularly Gram-positive bacteria like MRSA (methicill","medical_kg,guideline"
e_4757c52b0254,用药过量处理，其中枢兴奋作用可使少数患者发生激动不安、失眠等。,其他治疗,其他治疗,nan,medical_kg
e_cca5ea84a35f,甲氧氟烷,西药,西药,"""""甲氧氟烷是一种吸入性麻醉药，文中提到与米诺环素联用会增加肾损害风险，建议避免联合使用。""""","medical_kg,guideline"
e_46058b19008b,mecillinamum,西药,西药,nan,medical_kg
e_436a38a9ebb9,缠霉素,西药,西药,nan,medical_kg
e_6ac722c0c477,避光，2～8℃条件下保存。药物溶解后在室温中可保存8h，2～8℃条件下可保存24h。,其他治疗,其他治疗,nan,medical_kg
e_b5f6d810c3d3,pazufloxacin,药物,药物,nan,medical_kg
e_17b74ef31a51,本品应通过气管插管注入，每次总剂量为3ml/kg，分为两次给药，当第一个1.5ml/kg注入后，婴儿定位在左侧或右侧，待20～30次呼吸后，换位后再注入另一侧1.5ml/kg。中间停顿应观察呼吸道状况。如果病人一直处于插管状态，每12h可重复给予3ml/kg，直至总量达9ml/kg。本品在预防妊娠期不足29周的早产儿发生rds时，应在出生后30min内使用。,其他治疗,其他治疗,nan,medical_kg
e_c8170b803347,胶囊(成人)：7mg。胶囊(儿童)：3.5mg。,药物,药物,nan,medical_kg
e_742030dd746e,推荐成人剂量为每天0.2mg/kg，加入0.9%氯化钠注射剂50ml中用30min左右输完。疗程为5～7天。,其他治疗,其他治疗,nan,medical_kg
e_b7a5bba0757a,片剂：0.3g（相当于原药材0.95g）。,药物,药物,nan,medical_kg
e_03b9832e9768,2～8℃避光保存。,其他治疗,其他治疗,nan,medical_kg
e_b77423d09c73,替马西泮,西药,西药,nan,medical_kg
e_e01032170ac0,器质性脑病、心肺功能不全、肝肾功能不良、呼吸衰竭慎用。,其他治疗,其他治疗,nan,medical_kg
e_901f46622a41,dmp266,西药,西药,nan,medical_kg
e_e1c1c4444d85,威福仙,西药,西药,nan,medical_kg
e_8c35a74e65cd,普利沙星,西药,西药,nan,medical_kg
e_be3d3713edfa,培维索孟,西药,西药,nan,medical_kg
e_87c0eb8e8221,三水羟氨苄,西药,西药,nan,medical_kg
e_0a76c5a3bd84,flubron,西药,西药,nan,medical_kg
e_eed34d5b99e7,cleocin,西药,西药,"""""Cleocin是克林霉素的商品名。""""","medical_kg,guideline"
e_f8336edbdcd8,主要是雾化吸入，用4%克矽平水溶液，每次5ml～10ml，吸入时间约30min，每日1次。每周喷6d，休息1d，或用4%克矽平4ml肌肉注射，每周2次～3次，一般3个月为1疗程，疗程间隔1个月～2个月，连续应用2个～4个疗程，或视病程而定。,其他治疗,其他治疗,nan,medical_kg
e_100c036e6327,儿童:(1)静脉注射：按每天40～80mg/kg给药。注射时每1g药物溶于10ml生理盐水中缓慢静注(至少3min)。(2)静脉滴注：按每天40～80mg/kg给药。每次量溶于等渗盐水中静脉滴注。,其他治疗,其他治疗,nan,medical_kg
e_c638367ed2fa,六氯对二甲苯,西药,西药,nan,medical_kg
e_5e0d66b7af91,治疗华支睾吸虫病和肺吸虫病，服片剂每天50mg/kg(体重50kg以上者仍按50kg计)6～12天为1个疗程。,其他治疗,其他治疗,nan,medical_kg
e_ce94674b88e2,每次50μg，每天2次。,其他治疗,其他治疗,nan,medical_kg
e_037a9bdc232c,依帕米星,西药,西药,nan,medical_kg
e_98b08ad77f79,片剂：0.25g，0.5g。,药物,药物,nan,medical_kg
e_892084ae45e3,达地米星,西药,西药,nan,medical_kg
e_0d31ad73a2ad,pneumovax 23,西药,西药,nan,medical_kg
e_c4495faa3907,凯迈思,西药,西药,nan,medical_kg
e_690d43e6397f,注射剂(粉)：0.5g，1.0g。,药物,药物,nan,medical_kg
e_31ac8effd1e3,口服，一次12g，2次/d。,其他治疗,其他治疗,nan,medical_kg
e_9f3b5661082f,孕妇的安全性尚未确立，避免长期反复使用。,其他治疗,其他治疗,nan,medical_kg
e_1cbabb2d6212,注射剂不宜与ph值大于,其他治疗,其他治疗,nan,medical_kg
e_df88a132bad9,甲烯氧四环素,西药,西药,nan,medical_kg
e_afa4b9c7f9dc,每月1次，每次肌内注射120万u，或每半月1次，每次60万u，儿童用量酌减。注射前将粉针剂加2ml注射用水振摇使呈混悬状。本品用前需做皮试，不做静脉注射。,其他治疗,其他治疗,nan,medical_kg
e_8db263d56466,青霉素152,西药,西药,nan,medical_kg
e_f1dbef025841,anfotericina b,西药,西药,nan,medical_kg
e_fcb471874078,phospholipid fraction from poreine lung,药物,药物,nan,medical_kg
e_aec3ad2e769c,口服，一次4片，3次/d，与化疗同时使用，4周为一周期，2个周期为一疗程。,其他治疗,其他治疗,nan,medical_kg
e_0b31e6b9dec7,takesulin,西药,西药,nan,medical_kg
e_2333ff11508c,本品会增强肌松药作用，亦应酌情减量。,其他治疗,其他治疗,nan,medical_kg
e_d25d77192b26,丁酸氢化可的松,西药,西药,nan,medical_kg
e_c8a7c6e79043,莫敌威,西药,西药,nan,medical_kg
e_9a53f64072f1,西拉非班,西药,西药,nan,medical_kg
e_f711746e5f7a,guaifenesin,药物,药物,nan,medical_kg
e_114cbdb0efeb,欧司特,西药,西药,nan,medical_kg
e_c39515d14c4c,特康唑,西药,西药,"""""特康唑是一种局部用唑类抗真菌药物，用于治疗外阴阴道炎。常用剂型为阴道片或霜剂，剂量为80mg或0.4%-0.8%霜剂。""""","medical_kg,guideline"
e_d999f1107fd8,片剂：(1)330mg(内含无水茶碱165mg)；(2)300mg。胶囊：138mg(无水茶碱)。栓剂：800mg。气雾剂：5%～10%。注射剂：400mg。,药物,药物,nan,medical_kg
e_af8b9167fca9,每天注射5mg／m2，连用3～5天。,其他治疗,其他治疗,nan,medical_kg
e_a54df95cf2e5,噻哌酮,西药,西药,nan,medical_kg
e_234dc6eafb7d,guaiphenesin,西药,西药,nan,medical_kg
e_26b70e443f3a,erythromycin,药物,药物,"""""Erythromycin is a macrolide antibiotic used to treat various bacterial infections.""""","medical_kg,guideline"
e_963e9f48f6f4,拉塔莫塞,西药,西药,nan,medical_kg
e_d48cd9ee6c8c,在增加吸入浓度前给予芬太尼等阿片药物。,其他治疗,其他治疗,nan,medical_kg
e_5b8c1c2256d8,片剂：25mg；100mg；150mg。,药物,药物,nan,medical_kg
e_c9d423add661,tosufloxacin,药物,药物,nan,medical_kg
e_59a2ece88531,醋竹桃霉素,西药,西药,nan,medical_kg
e_ae72f73a591a,bronilide,西药,西药,nan,medical_kg
e_9e4c0af8a2aa,药物对儿童的影响：由于药物可沉淀在呼吸器上，妨碍安全、有效地通气，因此施行辅助呼吸的婴儿不应采用本药气雾剂。,其他治疗,其他治疗,nan,medical_kg
e_1f2dba7f9aa8,低血容量者慎用。,其他治疗,其他治疗,nan,medical_kg
e_53ca128329a3,乌司他丁,西药,西药,nan,medical_kg
e_341aa906af6c,本品不可静脉推注。,其他治疗,其他治疗,nan,medical_kg
e_b0b2309bd636,绿雪丹,中成药,中成药,nan,medical_kg
e_55ca7f9218e4,三尖杉酯碱,西药,西药,nan,medical_kg
e_28a123e15b50,一次剂量过大可抑制呼吸导致死亡，故不可静脉推注，应缓慢静脉滴注。,其他治疗,其他治疗,nan,medical_kg
e_caae2c2f3087,肝损伤,症状,症状,"""""An adverse reaction to posaconazole, requiring caution in patients with liver issues.""""<SEP>""""肝损伤患者接受伊曲康唑治疗时通常无需调整剂量，但需监测肝酶水平和血药浓度。""""<SEP>""""肝损伤是米诺环素可能引起的不良反应。""""<SEP>""""艾沙康唑的潜在不良反应，发生率不高于其他唑类药物。""""<SEP>""""肝损伤是多种药物（如异烟肼、吡嗪酰胺、丙硫异烟胺、氯法齐明、阿德福韦酯、恩替卡韦、替比夫定）的不良反应，表现为转氨酶升高、黄疸、肝大等。""""<SEP>""""肝脏受到损伤的疾病状态。""""<SEP>""""肝脏受到损伤的疾病状态，","medical_kg,guideline"
e_449621efaf18,开始给药的前10min内速度宜慢。用药过程中应严密监测，准备好抢救措施。发生严重过敏反应者应停止使用本品。,其他治疗,其他治疗,nan,medical_kg
e_5a5d8f301ff7,11氨基酸注射液833,西药,西药,nan,medical_kg
e_0f0e7c648451,甲比戊痉平,西药,西药,nan,medical_kg
e_6c5743b09278,安西他滨,西药,西药,nan,medical_kg
e_211b4eaecf7e,慎用：(1)脑动脉硬化者；(2)有中枢神经系统疾病及癫痫史者；(3)肾功能不全者；(4)18岁以下者；(5)老年人。,其他治疗,其他治疗,nan,medical_kg
e_8bdc463080d4,清咽丸,中成药,中成药,nan,medical_kg
e_4350c6f12999,lincomycin,药物,药物,"""""Lincomycin is an antibiotic used to treat severe bacterial infections, particularly those caused by Gram-positive bacteria.""""","medical_kg,guideline"
e_3db18183f6e2,注射剂：125mg(5ml)；,药物,药物,nan,medical_kg
e_1a2cfc65946a,辛芩颗粒(无糖),中成药,中成药,nan,medical_kg
e_795f2be3cb11,theograd,西药,西药,nan,medical_kg
e_cb673555d753,苯乙肼,西药,西药,nan,medical_kg
e_fe68179158c1,异米尼尔,西药,西药,nan,medical_kg
e_54f424458c2a,甲派噻庚酮,西药,西药,nan,medical_kg
e_0e5ff16d0538,异环磷酰胺,西药,西药,nan,medical_kg
e_03448e5f2d41,cefbuperazone,药物,药物,nan,medical_kg
e_46d170e9af82,本药与其他抗生素无交叉抗药性，包括耐甲氧西林的菌株对本药几乎均敏感。,其他治疗,其他治疗,nan,medical_kg
e_86d95d909c63,双黄连,西药,西药,nan,medical_kg
e_abae87162b03,胃溃疡患者慎用。,其他治疗,其他治疗,nan,medical_kg
e_337176b06f74,尼立达唑,西药,西药,nan,medical_kg
e_ac51cd37a3ad,甲氧苯舒喘宁,西药,西药,nan,medical_kg
e_5114cee33e4b,肾小管坏死,症状,症状,"""""肾小管坏死是氨基糖苷类抗生素可能导致的严重肾脏损伤，可导致肾功能衰竭。""""","medical_kg,guideline"
e_8634a73d26a0,凯复,西药,西药,nan,medical_kg
e_690996426204,cefotaxime sodium,西药,西药,nan,medical_kg
e_8477fb5bef54,最常见不良反应时皮疹和腹泻。3/4级的皮疹和腹泻的发生率分别是9%和60%，。皮疹和腹泻分别使1%的患者停止治疗，6%和l%的患者需要减少剂量。皮疹发生的中位时间是8天，腹泻发生的中位时间是12天。肝功能异常往往为一过性。临床研究中有报道少数患者出现胃肠道出血，部分与合并抗凝治疗有关。有少量报道埃罗替尼治疗非小细胞肺癌或其他晚期实体瘤出现严重的间质性肺病，甚至是致命的，发生率大约是,其他治疗,其他治疗,nan,medical_kg
e_7246784b05e1,接受本品治疗的患者应同时应用叶酸和维生素b12，以减少与治疗相关的血液学毒性和胃肠道毒性。,其他治疗,其他治疗,nan,medical_kg
e_2a3d61865b72,达福明,西药,西药,nan,medical_kg
e_a523fa388162,口服：每次20～40μg，每天3次。,其他治疗,其他治疗,nan,medical_kg
e_09d681813036,普鲁米近,西药,西药,nan,medical_kg
e_e58a8bd4f706,头孢ⅳ号,西药,西药,nan,medical_kg
e_e7cd5fdcf73f,肌酐,症状,症状,"""""肌酐是检查指标，其轻度增高是使用诺氟沙星可能引起的不良反应。""""<SEP>""""肌酐是用于评分的实验室指标，根据数值不同（如少于110μmol/L、110-170μmol/L等）对应不同的分值。""""<SEP>""""肌酐是肾功能指标之一，四环素类药物的抗合成代谢作用可能影响其水平，需监测。""""","medical_kg,guideline"
e_0630f52b7a6d,气雾剂。,药物,药物,nan,medical_kg
e_3713bcea458a,参见青霉素g。常见有恶心、呕吐、腹痛、腹泻等胃肠道反应，过敏者禁用.,其他治疗,其他治疗,nan,medical_kg
e_d56c0939cbdd,氟氯米松,西药,西药,nan,medical_kg
e_c227e8e3b9c5,前列地尔,西药,西药,nan,medical_kg
e_ec1666afdbe4,孕妇、早产儿、新生儿不宜用。,其他治疗,其他治疗,nan,medical_kg
e_bcec6ecfe928,必须准备急救治疗设备以防治过敏性休克。,其他治疗,其他治疗,nan,medical_kg
e_279c7a4380b7,氟啶酸,西药,西药,nan,medical_kg
e_beba7a8ad559,青霉烷砜/氨苄青霉素,西药,西药,nan,medical_kg
e_f9a7583783f7,沙美特罗羟萘酸盐/丙酸氟替卡松,西药,西药,nan,medical_kg
e_64fd4993d1d8,服药后出现皮疹、皮肤发红、呕吐、食欲不振、眩晕、排尿困难等症状时，或服药数次后症状未见改善时，应停止服药并去医院复诊。,其他治疗,其他治疗,nan,medical_kg
e_1f3526aeee6e,通窍鼻炎颗粒,中成药,中成药,nan,medical_kg
e_d4e46a4168d6,为了减少气管内粘液的分泌，用药前可给予阿托品或莨菪碱，但后者有使苏醒时梦幻增多的弊端。如本品过量产生呼吸抑制，可施行人工呼吸等措施，但不可使用呼吸兴奋剂。,其他治疗,其他治疗,nan,medical_kg
e_e3a83ee82982,compoundpseudoephedrine hydrochloride,西药,西药,nan,medical_kg
e_d9cfc1a54192,注射剂：300mg/瓶，500mg/瓶。,药物,药物,nan,medical_kg
e_b6d59990f46e,慎用：(1)老年高血压患者；(2)心、肝、肾功能不全者；(3)中枢神经系统处于抑制状态的急性酒精中毒者；(4)有药物滥用或成瘾史者；(5)运动过多症患者；(6)低蛋白血症患者；(7)严重的精神抑郁者；(8)急性闭角型青光眼者；(9)严重慢性阻塞性肺病患者；(10)孕妇及哺乳妇女。,其他治疗,其他治疗,nan,medical_kg
e_19f6d53da7b2,pseudomonas preparation,西药,西药,nan,medical_kg
e_f8ccca5c7ea0,锐力通,西药,西药,nan,medical_kg
e_a67fed20a4c1,5×109/l，持续7天或以上)的患者，在下一疗程中应减少使用剂量。,其他治疗,其他治疗,nan,medical_kg
e_af91fb9753b7,本品不可过量服用。,其他治疗,其他治疗,nan,medical_kg
e_1a0f976c5a25,乐免敏,西药,西药,nan,medical_kg
e_d36f222dfed0,甲基吗啡,西药,西药,nan,medical_kg
e_4f98bcb2623e,奥塞米韦,西药,西药,nan,medical_kg
e_e60a594fa38b,精氨加压素,西药,西药,nan,medical_kg
e_90722e6b8eca,ny-198,西药,西药,nan,medical_kg
e_81e2773e0ac0,单药治疗：每次75～100mg/m2，静滴1h，每3周1次。,其他治疗,其他治疗,nan,medical_kg
e_55e4266f4059,个别患者出现恶心。,其他治疗,其他治疗,nan,medical_kg
e_443fd6b98b70,呋氟脲嘧啶,西药,西药,nan,medical_kg
e_18cecd0cef2f,josaxin,西药,西药,nan,medical_kg
e_b6924c8ba851,用药过程中若出现发热，可用对乙酰氨基酚对症退热处理，但不可用阿司匹林或其他有抗血小板作用的退热药,其他治疗,其他治疗,nan,medical_kg
e_c8e06dd9d1fb,依曲替酯,西药,西药,nan,medical_kg
e_d7e76e9dd180,阿维a酯,西药,西药,nan,medical_kg
e_e1e21ba34995,舒洛地昔,西药,西药,nan,medical_kg
e_1b582695adaa,苏罗西得,西药,西药,nan,medical_kg
e_d31f55294df1,哌拉西林/三唑巴坦,西药,西药,nan,medical_kg
e_5d44a36c7115,口服：成人每次1mg，每天2次。6～12岁儿童每次0.5mg，每天1～2次。4～6岁儿童每次0.4mg，每天1～2次。,其他治疗,其他治疗,nan,medical_kg
e_4eff41871a5b,注射剂(粉)：20mg，50mg。,药物,药物,nan,medical_kg
e_fea4b91ebbc3,拟交感神经药物,其他治疗,其他治疗,nan,medical_kg
e_5855bdbc9a99,2岁以下儿童不推荐使用，早产儿和新生儿禁用。老年患者慎用或遵医嘱。1,其他治疗,其他治疗,nan,medical_kg
e_888be39c99fe,异烟酰肼,西药,西药,nan,medical_kg
e_f87d0c9fffd0,慎用：(1)结核；(2)未治疗的真菌、细菌或全身的病毒感染。(3)眼部单纯疱疹；(4)在鼻腔手术、鼻腔创伤或鼻腔溃疡痊愈之前避免使用；(5)孕妇；(6)哺乳期妇女；(7)儿童。,其他治疗,其他治疗,nan,medical_kg
e_6cdcf203cbd6,琥珀酰明胶,西药,西药,nan,medical_kg
e_92d3ce57a1a8,儿童静脉给药：(1)新生儿(出生体重大于2kg者)：日龄不超过7天者，每天50mg/kg；日龄大于7天者，每天75mg/kg。每天最高剂量不宜超过2g；(2)儿童：1个月以上小儿，每天50～75mg/kg；12岁以上儿童，使用成人剂量；(3)脑膜炎患儿：每12小时50mg/kg，每天最高剂量不宜超过4g。,其他治疗,其他治疗,nan,medical_kg
e_75c9cf7dd628,达克珠马,西药,西药,nan,medical_kg
e_68f9a2ffa28b,吹气用塑料管40根。,药物,药物,nan,medical_kg
e_e222d1c419b5,gemcitabine,药物,药物,nan,medical_kg
e_883190ddf4ab,过快,症状,症状,nan,medical_kg
e_f721ceb9525d,药物对妊娠的影响：孕妇用药应权衡利弊 避免固定使用布地奈德-福莫特罗这一搭配，可以倍氯米松替代布地奈德,其他治疗,其他治疗,nan,medical_kg
e_174e9a47f10d,甲唑醇,西药,西药,nan,medical_kg
e_a8fa9062dbe0,口服。剂量按碱基计量。首剂1g，以后每次0.5g，3～4次/d，总量为7～8g。用于预防可每5天1次0.5g。,其他治疗,其他治疗,nan,medical_kg
e_131ba6f2a68b,腾喜隆,西药,西药,nan,medical_kg
e_f92304a86212,双氯青霉素,西药,西药,nan,medical_kg
e_0dc0542953a8,口服，一次2支，一天2～3次。,其他治疗,其他治疗,nan,medical_kg
e_c74bb9ef73a6,奈克星,西药,西药,nan,medical_kg
e_e16a57a8bdb8,异戊巴比妥,西药,西药,nan,medical_kg
e_1626add979fd,慎用：(1)肝、肾功能低下者；(2)呼吸功能低下者；(3)哺乳期妇女；(4)临界的肾上腺功能减退患者；(5)抑郁或自杀倾向者；(6)药物滥用史者；(7)可能产生躯体和心理依赖患者。,其他治疗,其他治疗,nan,medical_kg
e_a127b41d8ecd,对乙酰氨基酚/右美沙芬/氯苯那敏/伪麻黄碱,西药,西药,nan,medical_kg
e_cae75c4cb7f6,负荷给药法(frontloading)：总剂量为100mg，先弹丸(bolus)注射15mg，然后30min内再静脉滴注50mg，接着1h内静脉滴注剩余35mg。,其他治疗,其他治疗,nan,medical_kg
e_b6a3068590c0,儿童开始每天3～5mg/kg，逐渐加量到每天10～15mg/kg，分次服。,其他治疗,其他治疗,nan,medical_kg
e_918727f0356a,kanacetic,西药,西药,nan,medical_kg
e_72175ad4d876,因服用本品会使免疫系统受到抑制，故患者比健康人更易感染，应予以特别注意。,其他治疗,其他治疗,nan,medical_kg
e_df4159b5d6ba,sparfloxacin,药物,药物,nan,medical_kg
e_1d1f855f788b,il-2的用法：il-2用量按临床需要，在有经验医师指导下使用。(1)皮下注射：il-2，20万～40万u/m2加入无菌注射用水2ml溶解，每天1次，每周连用4天，4周为1个疗程。(2)静脉滴注：il-2，20万～40万u/m22，加入生理盐水500ml，静脉滴注2～3h，每天1次，每周连用4天，连用4周为1个疗程。(3)腔内灌注：先尽量抽去腔内积液或插管引流，再将il-240万～50万u/m2加入生理盐水20ml注入，每周1～2次，每3～4周为1个疗程，如疗程中积液消失，宜中止治疗。(4)瘤内或瘤周注射：il-2，10万～30万u，加入生理盐水3～5ml，分多点注射到瘤内或瘤体周围，每周2次或2次以上，连用2周为1个疗程。,其他治疗,其他治疗,nan,medical_kg
e_dfa3f4cba588,作用于自主神经系统的药物,其他治疗,其他治疗,nan,medical_kg
e_7455dd3865d8,salmeterol xinafoate and fluticasone propionate,药物,药物,nan,medical_kg
e_a58b12d7f481,波吲洛尔,西药,西药,nan,medical_kg
e_f646be20ab92,喜福德,西药,西药,nan,medical_kg
e_b982d3612443,黏痰多者慎用。,其他治疗,其他治疗,nan,medical_kg
e_15a206bdaa5d,用药过量的处理：(1)心动过缓给阿托品或异丙肾上腺素，必要时安装人工起搏器；(2)室性早搏给利多卡因或苯妥英钠；(3)心力衰竭给氧、洋地黄苷类或利尿药；(4)低血压时输液并给升压药；(5)抽搐给地西泮或苯妥英钠；(6)支气管痉挛给异丙肾上腺素。,其他治疗,其他治疗,nan,medical_kg
e_8a0151144c5f,安替利,西药,西药,nan,medical_kg
e_df339ab396df,儿童每天30～40mg/kg，分2次或多次给予。,其他治疗,其他治疗,nan,medical_kg
e_930f6b88d998,培莱霉素,西药,西药,nan,medical_kg
e_027eff27c46b,达力珠单抗,西药,西药,nan,medical_kg
e_8015525011d6,肝肾功能轻度不全者，本药的半衰期与正常者无显著差异，但对肝肾功能重度不全者则应注意慎用。,其他治疗,其他治疗,nan,medical_kg
e_20c2978246b7,儿童用量为0.045mg/kg，新生儿和早产儿则仅用0.02～0.025mg/kg，继后的补充剂量为开始剂量的20%。,其他治疗,其他治疗,nan,medical_kg
e_157de3e5097e,ciprolet,西药,西药,nan,medical_kg
e_e401332b0d0e,静脉注射：每隔2～4小时给药1次，每次2.5～10mg。,其他治疗,其他治疗,nan,medical_kg
e_b11967e78f03,孕妇不得大剂量或长期使用。,其他治疗,其他治疗,nan,medical_kg
e_4e4ff73f71bf,红霉素琥乙酯,西药,西药,nan,medical_kg
e_167f0a295f2a,thecodine,西药,西药,nan,medical_kg
e_2dd4a6238c99,慎用：(1)过敏史；(2)充血性心力衰竭；(3)ⅰ度房室传导阻滞；(4)糖尿病；(5)肺气肿或非过敏性支气管炎；(6)肝功能不全；(7)甲状腺功能低下；(8)雷诺综合征或其他周围血管疾病；(9)肾功能减退；(10)孕妇及哺乳期妇女；(11)麻醉或手术患者。,其他治疗,其他治疗,nan,medical_kg
e_f68f8a1f2104,注射剂：200mg；,药物,药物,nan,medical_kg
e_d720225e8e82,慎用：(1)有精神病、癫痫病史者；(2)各种原因所致肝功能损害者；(3)孕妇；(4)酒精中毒者；(5)婴儿；(6)糖尿病患者，(7)有痛风病史者。,其他治疗,其他治疗,nan,medical_kg
e_b0623c9d7478,发霉素,西药,西药,nan,medical_kg
e_ea16f6746bd7,慎用：(1)肾功能不全，因肾功能下降导致镁排泄减少，镁蓄积而易发生镁中毒。(2)呼吸系统疾病，特别是呼吸功能不全。(3)严重心血管疾病。,其他治疗,其他治疗,nan,medical_kg
e_657f6d039a0a,ase-136bs,西药,西药,nan,medical_kg
e_fea9c52e85bc,他利克索,西药,西药,nan,medical_kg
e_4365af5077f1,domin,西药,西药,nan,medical_kg
e_1606a578cbbf,氯四环素,西药,西药,nan,medical_kg
e_f0d4d03c5b4d,吡哌酸,西药,西药,"""""一种氟喹诺酮类抗菌药物，少量经肝内代谢和清除，可见转氨酶一过性升高，轻度肝功能损害时无须调整剂量。""""<SEP>""""吡哌酸是一种喹诺酮类抗菌药物。文中提及口服给药剂量为0.5g，半衰期3.8小时，蛋白结合率30%，肾排泄率20%。""""<SEP>""""吡哌酸是氟喹诺酮类抗菌药物，可能引起严重过敏反应、胃肠道反应、皮疹或全身瘙痒、眩晕、头痛、GPT一过性增高等不良反应。""""","medical_kg,guideline"
e_cdbeb30d7b07,本品不能静脉推注。,其他治疗,其他治疗,nan,medical_kg
e_c85e11f85f72,克而林,西药,西药,nan,medical_kg
e_11c992e69661,羟苯特罗,西药,西药,nan,medical_kg
e_a486747c6903,卡波铂,西药,西药,nan,medical_kg
e_6532c561821f,口服：每次50～100mg，每天3次，10天为1个疗程，一般连服3个疗程。,其他治疗,其他治疗,nan,medical_kg
e_44c01d51e34b,伪麻那敏,西药,西药,nan,medical_kg
e_b3e33ec45330,cefpiramide,药物,药物,nan,medical_kg
e_cbde31889c06,codeine,药物,药物,nan,medical_kg
e_9b38cc962763,安洛欣,西药,西药,nan,medical_kg
e_840b440844ad,quinodis,西药,西药,nan,medical_kg
e_3b37f6b0b0db,口服：每天10～60mg，儿童每天1～2mg/kg，分2～3次给药。,其他治疗,其他治疗,nan,medical_kg
e_6a6000db716c,哌喘定,西药,西药,nan,medical_kg
