head,head_type,relation,tail,tail_type,source,description,weight,confidence
肺癌,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,胸膜侵犯,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺癌,疾病,所属科室,肿瘤科,科室,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,胸膜受侵和/转移,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,胸闷、气急,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,胸腔积液,疾病,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,隐痛,症状,medical_kg,,1.0,1.0
肺癌,疾病,检查,胸部 x 线,检查,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,阻塞,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,阻塞性肺炎,症状,medical_kg,,1.0,1.0
肺癌,疾病,高危因素,铍和二氧化硅暴露,流行病学,medical_kg,,1.0,1.0
肺癌,疾病,病因,遗传等因素,病原体,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,质硬,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,语颤减低,症状,medical_kg,,1.0,1.0
肺癌,疾病,易感人群,非西班牙裔白人,流行病学,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,颜面部浮肿,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,颈胸部静脉曲张,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,骨转移,症状,medical_kg,,1.0,1.0
肺癌,疾病,临床表现,食欲减退,症状,medical_kg,,1.0,1.0
肺癌,疾病,易感人群,黑人,流行病学,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺真菌病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺真菌病,疾病,英文名称,pneumomycosis,药物,medical_kg,,1.0,1.0
肺真菌病,疾病,发病部位,肺脏,部位,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,肺炎,疾病,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺真菌病,疾病,病因,由真菌（霉菌）感染引起,病原体,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,易感人群,亚热带及温带人们,流行病学,medical_kg,,1.0,1.0
肺真菌病,疾病,临床表现,坏死,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,丘疹,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,剧烈咳嗽,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,呼吸困难等,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,易感人群,热带,流行病学,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,皮肤局部小出血点,症状,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,病因,粪类圆线虫感染,病原体,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,肺炎,疾病,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,并发症,并发重症,疾病,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,移行性线状或带状荨麻疹,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,x线检查,检查,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺纤维化,疾病,英文名称,pulmonary fibrosis,药物,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,并发症,肺炎,疾病,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,发绀,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,乏力,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,j84.1,检查,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,呼吸困难等,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,易感人群,40～50岁男性,流行病学,medical_kg,,1.0,1.0
肺纤维化,疾病,所属科室,呼吸科,科室,medical_kg,,1.0,1.0
肺粪类圆线虫病,疾病,治疗,阿苯达唑为首选药,药物,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺纤维化,疾病,病因,环境因素,病原体,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,查体,检查,medical_kg,,1.0,1.0
肺纤维化,疾病,易感人群,既往有吸烟史患者略多,流行病学,medical_kg,,1.0,1.0
肺纤维化,疾病,病因,慢性支气管炎等肺部疾病,病原体,medical_kg,,1.0,1.0
肺纤维化,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,肺功能检查,检查,medical_kg,,1.0,1.0
肺纤维化,疾病,诊断依据,肺组织活检,检查,medical_kg,,1.0,1.0
肺纤维化,疾病,病因,长期吸烟,病原体,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,低体重,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺结核,疾病,治疗,利福平,药物,medical_kg,,1.0,1.0
肺结核,疾病,流行病学,东南亚,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺结核,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺结核,疾病,流行病学,中国,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,吸烟,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,流行病学,印度,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,吸毒,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,易感人群,感染者,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,治疗,氨硫脲,药物,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,年龄,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,治疗,吡哆醇,药物,medical_kg,,1.0,1.0
肺结核,疾病,并发症,气胸,疾病,medical_kg,,1.0,1.0
肺结核,疾病,治疗,泼尼松,药物,medical_kg,,1.0,1.0
肺纤维化,疾病,上位关系,间质性肺疾病,疾病,medical_kg,,1.0,1.0
肺结核,疾病,临床表现,疲乏,症状,medical_kg,,1.0,1.0
肺结核,疾病,临床表现,盗汗,症状,"medical_kg,guideline","""盗汗是肺结核的典型症状，与低热、乏力共同构成结核中毒症状群。""",1.0,1.0
肺结核,疾病,检查,痰培养,检查,"medical_kg,guideline","""痰培养是确诊肺结核并进行药敏试验的重要方法。""<SEP>""肺结核的痰培养可为阴性。""",1.0,1.0
肺结核,疾病,检查,痰涂片,检查,"medical_kg,guideline","""痰涂片是肺结核的病原学确诊方法，通过检测痰液中抗酸杆菌确认诊断。""",1.0,1.0
肺结核,疾病,临床表现,空洞,症状,medical_kg,,1.0,1.0
肺结核,疾病,发病部位,肺,部位,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,糖尿病,疾病,medical_kg,,1.0,1.0
肺结核,疾病,鉴别诊断,结节病,疾病,medical_kg,,1.0,1.0
肺结核,疾病,治疗,链霉素,药物,medical_kg,,1.0,1.0
肺结核,疾病,相关疾病,肺坏疽,疾病,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,高龄,流行病学,medical_kg,,1.0,1.0
肺结核,疾病,高危因素,矽肺病,疾病,medical_kg,,1.0,1.0
肺结核,疾病,发病部位,胸膜,部位,medical_kg,,1.0,1.0
肺结核丸,中成药,分类,中成药,其他治疗,medical_kg,,1.0,1.0
肺结核,疾病,并发症,脓胸,疾病,medical_kg,,1.0,1.0
肺结核丸,中成药,药品分类,乙类otc,其他治疗,medical_kg,,1.0,1.0
肺结核丸,中成药,英文名称,feijiehe wan,药物,medical_kg,,1.0,1.0
肺结核,疾病,流行病学,菲律宾,流行病学,medical_kg,,1.0,1.0
肺脓肿,疾病,英文名称,lungabscess,药物,medical_kg,,1.0,1.0
肺结核丸,中成药,成份,何首乌,药物,medical_kg,,1.0,1.0
肺结核丸,中成药,成份,白及,中草药,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,乏力,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,反复咯血,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,病因,全身抵抗力降低,病原体,medical_kg,,1.0,1.0
肺脓肿,疾病,诊断依据,j85.2,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,凝血功能,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,c反应蛋白（crp）,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺结核丸,中成药,成份,肺结核成方制何首乌,药物,medical_kg,,1.0,1.0
肺脓肿,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,咳脓痰,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,易感人群,壮年男性,流行病学,medical_kg,,1.0,1.0
肺脓肿,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,诊断依据,支持治疗：加强营养，纠正贫血,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,病因,支气管堵塞,病原体,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,心电图检查,诊疗技术及设备,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,出院标准,病情稳定,其他治疗,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,消瘦,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,诊断依据,积极控制感染，合理应用抗生素,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,精神不振,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,痰病原学检查及药敏,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,电解质,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,出院标准,症状缓解，体温正常超过72小时,指南建议,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,畏寒,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,病因,细菌感染,病原体,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,破溃,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,出院标准,没有需要住院治疗的合并症和/或并发症,其他治疗,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,肝肾功能,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,胸部正侧位片,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,适应症,第一诊断必须符合icd—10：j85.2肺脓肿疾病编码,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,上位关系,肺和纵隔脓肿,疾病,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,血常规,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,血沉,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,临床表现,高热,症状,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,血气分析,检查,medical_kg,,1.0,1.0
肺脓肿,疾病,诊断依据,辅助检查,检查,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,易感人群,20～40岁的成年人,流行病学,medical_kg,,1.0,1.0
肺脓肿,疾病,检查项目,血糖,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,d14.3,检查,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,坏死,症状,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,出血,疾病,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,丘疹,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,住院时间,≤17天,指南建议,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,丘疹脓疱性或出血性,症状,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,发病部位,肺,部位,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,≤5天,其他治疗,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,可进展为丘疹水疱性,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术后情况,≤11天,指南建议,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,表面坏死,症状,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,直径可达约1厘米,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,凝血功能,检查,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,水疱,症状,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,数日数周后,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,入院第≤6天,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,上位关系,中耳和呼吸系统良性肿瘤,疾病,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,色素沉着,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,动脉血气分析,检查,medical_kg,,1.0,1.0
肺良性淋巴细胞血管炎和肉芽肿病,疾病,临床表现,脓疱,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,咯血多为少量和痰中带血,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,切割缝合器,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,咯血和轻度胸痛,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,发病年龄广泛,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,尿常规,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,影像学检查：胸片正侧位,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,心电图检查,诊疗技术及设备,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,出院标准,没有需要住院处理的并发症和/或合并症,其他治疗,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,少数患者因肿瘤阻塞支气管而继发感染症状,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,气管插管全身麻醉,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,痰细胞学检查,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,早期不显着,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,止血材料,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,术中冰冻切片，术后石蜡切片＋免疫组化,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,适应症,第一诊断符合icd—10,疾病,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,纤维支气管镜检查＋活检,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,经皮肺穿刺活检,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,病情可长期无变化,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,肺叶切除术（包括复合肺叶切除和支气管袖式成型）,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,肺局部切除术（包括肺楔形切除和肺段切除）,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,肺修补材料,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,肺功能,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,纤维支气管镜,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,肿瘤标记物检查,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,肿瘤摘除术,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,肝功能测定,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,肾功能测定,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,胸部ct（平扫＋增强扫描）,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术后情况,胸部x线片,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,胸部影像学检查,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,腹部超声或ct,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,血常规,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,血型,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,血管夹,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术后情况,血常规,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术前准备,隐血试验,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,部分患者有咳嗽,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,诊断依据,青中年居多,检查,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,闭合器,药物,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,术后情况,血气分析、气管镜、床旁超声、痰培养＋药敏,检查,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,易感人群,儿童,流行病学,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,咯血,疾病,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺良性肿瘤,疾病,治疗,视术中出血情况而定。输血前需行血型鉴定,药物,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,体重下降,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,英文名称,pulmonary histoplasmosis,药物,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,咯血等,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,诊断依据,b39.2,检查,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,关节痛,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,寒战,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,咳黏脓痰等,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,咳黏液脓痰,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,淋巴结肿大,疾病,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,感染,疾病,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,头痛,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,诊断依据,病原学检查,检查,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,结节,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,上位关系,组织胞浆菌病,疾病,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,诊断依据,组织胞浆菌素皮试,检查,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,肺炎,疾病,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,盗汗,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,病因,荚膜组织胞浆菌感染,病原体,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,高热,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,并发症,合并,疾病,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,呼吸困难,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,肝脾肿大,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,诊断依据,血清学试验,检查,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺蛔虫病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺蛔虫病,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺蛔虫病,疾病,英文名称,pulmonary ascariasis,药物,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,咽痒,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,脾肿大,症状,medical_kg,,1.0,1.0
肺荚膜组织胞浆菌病,疾病,临床表现,贫血,疾病,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,传播途径,有,流行病学,medical_kg,,1.0,1.0
肺蛔虫病,疾病,英文名称,ascariasis of lung,药物,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,昏迷等,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,易感人群,有生食蔬菜瓜果习惯者,流行病学,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,畏寒,疾病,medical_kg,,1.0,1.0
肺蛔虫病,疾病,传播途径,经口食入,流行病学,medical_kg,,1.0,1.0
肺蛔虫病,疾病,病因,生食蔬菜瓜果,病原体,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,痰中带血,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺蛔虫病,疾病,临床表现,胸痛头痛,症状,medical_kg,,1.0,1.0
肺螨病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺螨病,疾病,易感人群,从事粮食及中草药贮存,流行病学,medical_kg,,1.0,1.0
肺蛔虫病,疾病,并发症,肺脓肿,疾病,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,体重减轻,症状,medical_kg,,1.0,1.0
肺螨病,疾病,诊断依据,免疫学检查,检查,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,乏力,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,厌食,症状,medical_kg,,1.0,1.0
肺螨病,疾病,英文名称,pulmonary acariasis,药物,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,其次为厌食乏力,症状,medical_kg,,1.0,1.0
肺螨病,疾病,诊断依据,影像学检查,检查,medical_kg,,1.0,1.0
肺蛔虫病,疾病,病因,蛔虫卵感染,病原体,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,气急,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,气急或哮喘,症状,medical_kg,,1.0,1.0
肺螨病,疾病,病因,嗜肺螨类随空气,病原体,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,胸闷,症状,medical_kg,,1.0,1.0
肺螨病,疾病,临床表现,胸痛,疾病,medical_kg,,1.0,1.0
肺螨病,疾病,易感人群,销售及纺织工人,流行病学,medical_kg,,1.0,1.0
肺血吸虫病,疾病,所属科室,呼吸内科,科室,medical_kg,,1.0,1.0
肺血吸虫病,疾病,英文名称,pulmonary schistosomiasis,药物,medical_kg,,1.0,1.0
肺螨病,疾病,病因,经呼吸道并寄生于肺部,病原体,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,低热,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,咳痰,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,咳嗽,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,病因,寄生,病原体,medical_kg,,1.0,1.0
肺血吸虫病,疾病,诊断依据,b65.9,检查,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,干咳,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,诊断依据,实验室检查,检查,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,发热,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,诊断依据,x线检查,检查,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,心力衰竭,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,弛张热或低热（少数有高热）,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,哮喘,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,心悸,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,所属科室,感染科,科室,medical_kg,,1.0,1.0
肺血吸虫病,疾病,传播途径,有,流行病学,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,支气管扩张症,疾病,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,恶心、呕吐,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,临床表现,恶心,症状,medical_kg,,1.0,1.0
肺血吸虫病,疾病,病因,或其虫卵在肺组织内沉着而致,病原体,medical_kg,,1.0,1.0
肺血吸虫病,疾病,传播途径,或饮用生水使虫卵从口腔黏膜侵入体内,流行病学,medical_kg,,1.0,1.0
