name,type,description,source
carbapenemase type and/or ceftazidime-avibactam susceptibility,检查,"""A diagnostic step suggested before initiating ceftazidime-avibactam treatment to ensure appropriate use.""<SEP>""Carbapenemase type and/or ceftazidime-avibactam susceptibility are factors that should be determined before initiating treatment with ceftazidime-avibactam to ensure its effectiveness.""<SE",guideline
healthcare settings,科室,"""CRAB infections pose significant challenges in healthcare settings.""<SEP>""Hospitals and clinics where CRAB infections pose challenges.""<SEP>""The environment where medical care is provided, where the decision for ceftazidime-avibactam treatment should be a joint decision by doctor and patient, espec",guideline
medical insurance coverage,流行病学,"""Medical insurance coverage refers to whether a treatment is covered by insurance, which can affect the joint decision-making process between doctor and patient for using ceftazidime-avibactam.""<SEP>""Medical insurance coverage refers to whether a treatment is covered by insurance, which can affect t",guideline
doctor and patient,科室,"""Doctor and patient are involved in the joint decision-making process for using ceftazidime-avibactam, especially when it is not covered by insurance.""<SEP>""Doctor and patient are involved in the joint decision-making process for using ceftazidime-avibactam, especially when it is not covered by insu",guideline
other antibacterial therapies,西药,"""Alternative antibiotic treatments compared to ceftazidime-avibactam in the evaluation of efficacy for CRE infections.""",guideline
other antimicrobial agents,其他治疗,"""Alternative antibiotic treatments compared to ceftazidime-avibactam in the evaluation of efficacy for CRE, CRKP, and KPC-producing CRKP infections.""<SEP>""Other antimicrobial agents refer to antibiotics used as alternatives to ceftazidime-avibactam in studies comparing efficacy for CRE infections.""<",guideline
other active antimicrobial agents,西药,"""Alternative antibiotic treatments compared to ceftazidime-avibactam combined with aztreonam for metallo-beta-lactamases-producing CRE infections.""",guideline
other antimicrobial therapies,西药,"""Alternative antibiotic treatments compared to tigecycline-based and polymyxin-based combination therapies for CRAB pulmonary infections.""",guideline
n = 592,检查,"""N = 592 is the sample size for the analysis of mortality in the observational studies comparing ceftazidime-avibactam versus other antimicrobial therapies.""<SEP>""N = 592 is the sample size for the analysis of mortality in the observational studies comparing ceftazidime-avibactam versus other antimi",guideline
rr = 0.55,检查,"""RR = 0.55 indicates a 45% reduction in risk (e.g., acute renal injury) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.55 indicates a 45% reduction in risk (e.g., acute renal injury) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.55 indicates a 45% reduction in risk (e.g.",guideline
95% ci 0.42-0.72,检查,"""95% CI 0.42-0.72 indicates the range for RR of mortality with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""95% CI 0.42-0.72 indicates the range for RR of mortality with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""95% CI 0.42-0.72 is the confidence interval f",guideline
n = 247,检查,"""N = 247 is the sample size for the analysis of treatment failure in the observational studies comparing ceftazidime-avibactam versus other antimicrobial therapies.""<SEP>""N = 247 is the sample size for the analysis of treatment failure in the observational studies comparing ceftazidime-avibactam ver",guideline
rr = 0.49,检查,"""RR = 0.49 indicates a 51% reduction in risk (e.g., treatment failure) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.49 indicates a 51% reduction in risk (e.g., treatment failure) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.49 is the relative risk of treatment failure",guideline
95% ci 0.34-0.70,检查,"""95% CI 0.34-0.70 indicates the range for RR of treatment failure with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""95% CI 0.34-0.70 indicates the range for RR of treatment failure with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""95% CI 0.34-0.70 is the confi",guideline
n = 455,流行病学,"""The number of patients included in the analysis of relapse for ceftazidime-avibactam compared to other therapies.""",guideline
rr = 0.67,检查,"""RR = 0.67 indicates a 33% reduction in risk (e.g., relapse) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.67 indicates a 33% reduction in risk (e.g., relapse) with ceftazidime-avibactam compared to control.""<SEP>""The relative risk of relapse with ceftazidime-avibactam compared to oth",guideline
95% ci 0.39-1.14,检查,"""95% CI 0.39-1.14 indicates the range for RR of relapse with ceftazidime-avibactam, suggesting no significant reduction (includes 1).""<SEP>""95% CI 0.39-1.14 indicates the range for RR of relapse with ceftazidime-avibactam, suggesting no significant reduction (includes 1).""<SEP>""The 95% confidence in",guideline
n = 127,检查,"""The number of patients included in the analysis of pathogen eradication failure for ceftazidime-avibactam compared to other therapies.""<SEP>""n = 127 是非TDM治疗组的样本量。""",guideline
rr = 0.37,检查,"""RR = 0.37 indicates a 63% reduction in risk (e.g., pathogen eradication failure) with ceftazidime-avibactam compared to control.""<SEP>""RR = 0.37 indicates a 63% reduction in risk (e.g., pathogen eradication failure) with ceftazidime-avibactam compared to control.""<SEP>""The relative risk of pathogen",guideline
95% ci 0.16-0.83,检查,"""95% CI 0.16-0.83 indicates the range for RR of pathogen eradication failure with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""95% CI 0.16-0.83 indicates the range for RR of pathogen eradication failure with ceftazidime-avibactam, suggesting a significant reduction.""<SEP>""The 95%",guideline
n = 242,流行病学,"""The number of patients included in the analysis of acute renal injury for ceftazidime-avibactam compared to other therapies.""",guideline
95% ci 0.23-1.33,检查,"""95% CI 0.23-1.33 indicates the range for RR of acute renal injury with ceftazidime-avibactam, suggesting no significant reduction (includes 1).""<SEP>""95% CI 0.23-1.33 indicates the range for RR of acute renal injury with ceftazidime-avibactam, suggesting no significant reduction (includes 1).""<SEP>",guideline
44.9 ± 7.6 days,诊疗技术及设备,"""44.9 ± 7.6 days is the mean length of ICU stay for the ceftazidime-avibactam group, not significantly different from control.""<SEP>""44.9 ± 7.6 days is the mean length of ICU stay for the ceftazidime-avibactam group, not significantly different from control.""<SEP>""The mean length of ICU stay for the",guideline
55.9 ± 7.8 days,诊疗技术及设备,"""55.9 ± 7.8 days is the mean length of ICU stay for the control group, not significantly different from ceftazidime-avibactam group.""<SEP>""55.9 ± 7.8 days is the mean length of ICU stay for the control group, not significantly different from ceftazidime-avibactam group.""<SEP>""The mean length of ICU ",guideline
clinical harm,流行病学,"""Adverse effects associated with antibiotic treatment; not observed with ceftazidime-avibactam in the studies reviewed.""",guideline
quality of the body of evidence,指南建议,"""The overall quality assessment of the evidence supporting a recommendation, rated as very low for observational studies.""",guideline
sof,检查,"""SoF (Statement of Findings) is a table summarizing evidence quality and findings, available in the Online Supplement.""<SEP>""SoF (Statement of Findings) is a table summarizing evidence quality and findings, available in the Online Supplement.""<SEP>""Statement of Findings, a document summarizing the e",guideline
cost of ceftazidime-avibactam,其他治疗,"""The financial expense associated with ceftazidime-avibactam treatment, which is relatively high but may be justified by its effectiveness.""",guideline
in-vitro synergy activities,检查,"""Laboratory evidence of combined drug effectiveness; aztreonam shows good synergy with ceftazidime-avibactam against NDM- and KPC-producing CRKP.""",guideline
prospective study,检查,"""A prospective study showed none of 77 patients with positive Candida cultures from BAL or sputum had evidence of Candida pneumonia at autopsy.""<SEP>""A study design where patients are followed forward in time; one such study evaluated ceftazidime-avibactam plus aztreonam for metallo-beta-lactamases-",guideline
hr: 0.37,流行病学,"""The hazard ratio for 30-day mortality with ceftazidime-avibactam plus aztreonam compared to other therapies, indicating a 63% reduction in risk.""",guideline
95% ci 0.13-0.74,检查,"""95% CI 0.13-0.74 indicates the range for HR of 30-day mortality with ceftazidime-avibactam plus aztreonam, suggesting a significant reduction.""<SEP>""95% CI 0.13-0.74 indicates the range for HR of 30-day mortality with ceftazidime-avibactam plus aztreonam, suggesting a significant reduction.""<SEP>""T",guideline
hr: 0.30,流行病学,"""The hazard ratio for clinical treatment failure with ceftazidime-avibactam plus aztreonam compared to other therapies, indicating a 70% reduction in risk.""",guideline
95% ci 0.14-0.65,检查,"""95% CI 0.14-0.65 indicates the range for HR of clinical treatment failure with ceftazidime-avibactam plus aztreonam, suggesting a significant reduction.""<SEP>""95% CI 0.14-0.65 indicates the range for HR of clinical treatment failure with ceftazidime-avibactam plus aztreonam, suggesting a significan",guideline
hr: 0.49,流行病学,"""The hazard ratio for length of hospital stay with ceftazidime-avibactam plus aztreonam compared to other therapies, indicating a 51% reduction in risk.""",guideline
95% ci 0.30-0.82,检查,"""95% CI 0.30-0.82 indicates the range for HR of length of hospital stay with ceftazidime-avibactam plus aztreonam, suggesting a significant reduction.""<SEP>""95% CI 0.30-0.82 indicates the range for HR of length of hospital stay with ceftazidime-avibactam plus aztreonam, suggesting a significant redu",guideline
57 cases,流行病学,"""The number of CRE infection cases in a study evaluating ceftazidime-avibactam combined with aztreonam versus ceftazidime-avibactam alone.""",guideline
71.9% critical cases,流行病学,"""The proportion of critical cases among the 57 CRE infection cases in the study.""",guideline
57.9% intraabdominal infection and hap,流行病学,"""The proportion of intraabdominal infection and HAP among the 57 CRE infection cases in the study.""",guideline
40 patients,流行病学,"""The number of patients who received ceftazidime-avibactam combined with aztreonam (plus polymyxin or fosfomycin if indicated) for NDM- or NDM+OXA-48-positive CRE infection.""",guideline
77.5% curative rate,流行病学,"""The curative rate for patients receiving ceftazidime-avibactam combined with aztreonam for NDM- or NDM+OXA-48-positive CRE infection.""",guideline
17 patients,流行病学,"""The number of patients who received ceftazidime-avibactam alone (plus polymyxin or fosfomycin if indicated) for OXA-48-positive CRE infection.""",guideline
82.3% curative rate,流行病学,"""The curative rate for patients receiving ceftazidime-avibactam alone for OXA-48-positive CRE infection.""",guideline
overall mortality rate 21%,流行病学,"""The overall mortality rate observed in the study of 57 CRE infection cases.""",guideline
low confidence,指南建议,"""The Guideline Development Group's assessment of their confidence in the observed efficacy of ceftazidime-avibactam combined with aztreonam, due to very low certainty of evidence.""",guideline
potential harm,流行病学,"""A possible negative effect. Potential harms of intestinal CRE decolonization include impairing the intestinal flora and causing collateral damage.""<SEP>""The possibility of adverse effects from treatment; the GDG believes the benefit of ceftazidime-avibactam combined with aztreonam probably outweigh",guideline
mic ≤ 2 mg/l,检查,"""A specific threshold for the Minimum Inhibitory Concentration of tigecycline against CRAB. When MIC is at or below this level, tigecycline treatment achieves higher success rates and efficacy comparable to polymyxin.""<SEP>""A specific threshold for the minimum inhibitory concentration of tigecycline",guideline
retrospective observational studies,诊疗技术及设备,"""A type of study design used to evaluate the efficacy of treatments (e.g., tigecycline-based vs. CMS-based therapies) by analyzing existing data. The text notes that evidence from these studies is of very low quality.""<SEP>""Study designs used to evaluate tigecycline-based versus CMS-based antimicrob",guideline
mdr,疾病,"""MDR is an abbreviation for multidrug-resistant, a characteristic of CRAB.""<SEP>""MDR stands for multidrug-resistant, describing organisms like MRSA, VRE, ESBL-PE, CPE, etc. Tigecycline can be used for BSI caused by MDR organisms.""<SEP>""Multidrug-resistant, a classification for bacteria like A. bauma",guideline
xdr,病原体,"""Acronym for extensively drug-resistant, describing isolates resistant to multiple antimicrobial agents.""<SEP>""Acronym for extensively drug-resistant, describing isolates resistant to multiple antimicrobial agents.""<SEP>""Extensively drug-resistant (XDR) bacteria, such as A. baumannii, are resistant ",guideline
a. baumannii,病原体,"A. baumannii, also known as Acinetobacter baumannii, is a Gram-negative bacterium belonging to the Acinetobacter calcoaceticus-A. baumannii complex. It is a significant pathogen responsible for hospital-acquired infections, including pneumonia (such as ventilator-associated pneumonia and hospital-ac",guideline
multiple site infections,症状,"""Infections occurring at more than one body site, included in studies evaluating antibiotic therapies for CRE and CRAB.""<SEP>""Multiple site infections refer to infections occurring at more than one site in the body, such as bloodstream, pulmonary, urinary tract, and intraabdominal infections, which ",guideline
74.5% and 50.5%,检查,"""The proportion of patients with pulmonary infection in two studies on multiple site infections caused by CRAB, MDR, or XDR A. baumannii.""<SEP>""The proportions of pulmonary infection among patients with multiple site infections in two studies evaluating tigecycline-based versus CMS-based therapies.""",guideline
polymyxin or fosfomycin if indicated,西药,"""Additional antibiotics used in combination with ceftazidime-avibactam or ceftazidime-avibactam combined with aztreonam in some study protocols.""",guideline
polymyxin or fosfomycin,西药,"""Additional antibiotics that may be added to the primary therapy regimen based on clinical indication.""",guideline
ndm- or ndm+oxa-48-positive cre infection,疾病,"""CRE infections caused by strains producing NDM alone or in combination with OXA-48, treated with ceftazidime-avibactam combined with aztreonam.""",guideline
oxa-48-positive cre infection,疾病,"""CRE infections caused by strains producing OXA-48, treated with ceftazidime-avibactam alone.""",guideline
serine carbapenemase-producing cre infections,疾病,"""CRE infections caused by strains producing serine carbapenemases (e.g., KPC, OXA-48), targeted by ceftazidime-avibactam.""<SEP>""Serine carbapenemase-producing CRE infections are infections caused by CRE that produce serine carbapenemase enzymes (KPC, OXA-48), which are targeted by ceftazidime-avibac",guideline
metallo-β-lactamases-producing cre infections,疾病,"""CRE infections caused by strains producing metallo-beta-lactamases (e.g., NDM), targeted by ceftazidime-avibactam combined with aztreonam.""",guideline
crab pulmonary infections,疾病,"""Pulmonary infections caused by CRAB. The guidelines suggest that either tigecycline-based or polymyxin-based combination therapy can be used as clinically indicated.""<SEP>""Pulmonary infections caused by carbapenem-resistant Acinetobacter baumannii, for which tigecycline-based and polymyxin-based co",guideline
clinical conditions,流行病学,"""Clinical conditions refer to the specific circumstances of the patient, such as infection site and comorbidities, that affect treatment decisions.""<SEP>""Clinical conditions refer to the specific circumstances of the patient, such as infection site and comorbidities, that affect treatment decisions.",guideline
strength and weaknesses of therapies,指南建议,"""The advantages and disadvantages of different antimicrobial regimens, which should be balanced when choosing a therapy for CRAB pulmonary infections.""",guideline
benefit outweighs potential harm,指南建议,"""The assessment that the positive effects of a treatment are greater than its risks, as concluded for ceftazidime-avibactam combined with aztreonam.""",guideline
joint decision,指南建议,"""A collaborative decision-making process between doctor and patient, recommended for ceftazidime-avibactam treatment when outside insurance coverage.""<SEP>""Joint decision is the process of shared decision-making between a doctor and a patient, recommended when a treatment is not covered by insurance",guideline
clinical practice,科室,"""Clinical practice refers to the work of healthcare professionals in treating patients, where considerations like the simplicity of operation for polymyxin inhalation are relevant.""<SEP>""Clinical practice refers to the work of healthcare professionals in treating patients, where considerations like ",guideline
clinical decision-making,指南建议,"""Clinical decision-making is the process by which doctors and patients choose a treatment plan, considering evidence, guidelines, and individual patient factors.""<SEP>""Clinical decision-making is the process by which doctors and patients choose a treatment plan, considering evidence, guidelines, and",guideline
treatment outcome,流行病学,"""The result of a medical intervention, evaluated in studies for various antibiotic therapies.""<SEP>""The result of treatment, which may be improved by TDM as indicated by therapeutic target attainment and clinical cure rate.""<SEP>""The result of treatment, which may be improved by TDM as indicated by ",guideline
treatment regimen,其他治疗,"""A planned course of treatment, often involving combination therapy for moderate to severe CRAB infections to ensure at least one active agent.""<SEP>""A specific plan for administering medication, such as tigecycline-based or polymyxin-based combination therapy for CRAB pulmonary infections.""<SEP>""A ",guideline
antibiotic therapy,其他治疗,"""The administration of antibiotics to treat an infection, the need for which is uncertain for colonizing CRAB.""<SEP>""The use of antibiotics to treat bacterial infections, with specific regimens chosen based on the pathogen and its susceptibility.""<SEP>""The use of antibiotics to treat bacterial infec",guideline
antibacterial therapy,指南建议,"""A general term for treatments using antibacterial agents, evaluated in studies for various infections.""<SEP>""General recommendations for antibiotic regimens targeting specific bacteria in IAI.""<SEP>""The section of the guidelines covering antibiotic treatment.""",guideline
active antimicrobial agents,西药,"""A general term for effective antimicrobial agents, used as a comparator in studies.""",guideline
other therapies,西药,"""A general term for alternative treatments compared in studies.""",guideline
control group,流行病学,"""Control group is a group not receiving the treatment, used in trials for CRAB.""<SEP>""Control group is a group of controls in a case-control study, such as for CRAB.""<SEP>""The group in a study receiving a comparator therapy (e.g., BAT, colistin monotherapy) used to evaluate the experimental therapy ",guideline
intervention group,流行病学,"""Intervention group is a group receiving an intervention, such as in a trial for CRAB.""<SEP>""The group in a study receiving the experimental therapy (e.g., cefiderocol, tigecycline) used to evaluate its efficacy for CRAB infections.""<SEP>""The group in a study that receives the experimental treatment",guideline
study population,流行病学,"""The group of individuals participating in a study, described by characteristics like infection type and severity.""<SEP>""The group of patients included in studies evaluating therapies for CRAB infections, such as ICU patients, critically ill patients, or hospital-wide patients.""",guideline
infection type,疾病,"""Infection type is the classification of an infection, such as pneumonia or bloodstream infection, caused by CRAB.""<SEP>""The specific clinical syndrome being treated (e.g., UTI, HAP/VAP, intra-abdominal infection), a key factor in determining appropriate antibiotic therapy.""<SEP>""The specific type o",guideline
infection site,部位,"""Infection site is the location of the infection in the body, such as the lungs for pneumonia or the blood for BSI.""<SEP>""The body location where an infection occurs, such as bloodstream, pulmonary, urinary tract, or intraabdominal.""<SEP>""The specific location where the infection occurs, affecting a",guideline
infection severity,疾病,"""Infection severity is the degree of seriousness of an infection, which can be high for CRAB infections.""<SEP>""The severity of an infection, indicated by terms like 'critical cases' in study populations.""<SEP>""The degree of illness, which determines whether monotherapy or combination therapy is appr",guideline
treatment success rate,流行病学,"""A measure of treatment effectiveness, influenced by factors like MIC for tigecycline against CRAB.""<SEP>""Treatment success rate is the proportion of patients who respond to treatment, which is a key measure for CRAB infections.""<SEP>""The proportion of patients achieving treatment success, which is ",guideline
treatment failure rate,流行病学,"""A measure of treatment ineffectiveness, reduced by effective therapies like ceftazidime-avibactam.""<SEP>""Treatment failure rate is the proportion of patients who do not respond to treatment, which is high for CRAB infections.""<SEP>""The proportion of patients experiencing treatment failure, which is",guideline
mortality risk,流行病学,"""The risk of death associated with an infection or treatment, reduced by effective antibiotic therapies.""<SEP>""The risk of death associated with cryptococcal meningitis, which is increased by the immediate initiation of ART and reduced by effective antifungal therapy.""",guideline
treatment failure risk,流行病学,"""The potential for treatment to be unsuccessful. The text discusses risks associated with monotherapy (e.g., nephrotoxicity, inadequate bacterial killing) and the rationale for combination therapy to mitigate these risks.""<SEP>""The risk of treatment failure, reduced by effective antibiotic therapies",guideline
relapse risk,流行病学,"""The risk of infection recurrence, reduced by ceftazidime-avibactam.""",guideline
pathogen eradication failure risk,流行病学,"""The risk of failing to eliminate pathogens, reduced by ceftazidime-avibactam.""",guideline
acute renal injury risk,流行病学,"""The risk of acute kidney damage, reduced by ceftazidime-avibactam.""",guideline
icu stay length,流行病学,"""The duration of stay in the Intensive Care Unit, a measure of disease severity and treatment impact.""",guideline
hospital stay length,流行病学,"""Hospital stay length is the duration of hospitalization, which showed no difference between polymyxin monotherapy and combination therapy in one study.""<SEP>""Hospital stay length is the duration of hospitalization, which showed no difference between polymyxin monotherapy and combination therapy in ",guideline
clinical cure risk,流行病学,"""The likelihood of achieving clinical cure, increased by therapies like aerosolized plus intravenous CMS.""",guideline
ventilator weaning risk,流行病学,"""The likelihood of successfully weaning off a ventilator, influenced by pneumonia treatment.""",guideline
clearance of pathogens risk,流行病学,"""The likelihood of pathogen clearance, increased by therapies like intravenous polymyxin combined with aerosolized polymyxin.""",guideline
cost-effectiveness risk,指南建议,"""The risk of a treatment not being cost-effective, considered for ceftazidime-avibactam despite high cost.""",guideline
clinical harm risk,流行病学,"""The risk of adverse effects from treatment, not observed with ceftazidime-avibactam in studies.""",guideline
potential harm risk,流行病学,"""The risk of potential harm from treatment, considered in the GDG's assessment of benefit versus harm.""",guideline
low confidence risk,指南建议,"""The risk associated with low confidence in evidence, leading to weak recommendations.""",guideline
very low-quality evidence risk,指南建议,"""The risk of uncertainty due to very low-quality evidence, affecting the strength of recommendations.""",guideline
implementation consideration risk,指南建议,"""The risk of not following implementation considerations, such as determining carbapenemase type before treatment.""",guideline
joint decision risk,指南建议,"""The risk of not making a joint decision between doctor and patient, especially for treatments outside insurance coverage.""",guideline
clinical practice risk,科室,"""The risk of not considering practical aspects in clinical practice, such as the simplicity of polymyxin inhalation.""",guideline
clinical decision-making risk,科室,"""The risk of poor clinical decision-making without considering evidence and patient preferences.""",guideline
treatment outcome risk,流行病学,"""The risk of poor treatment outcomes if effective therapies are not chosen.""",guideline
treatment regimen risk,指南建议,"""The risk of choosing an inappropriate treatment regimen for CRAB pulmonary infections.""",guideline
antibiotic therapy risk,西药,"""The risk associated with antibiotic therapy, such as resistance or adverse effects.""",guideline
antimicrobial therapy risk,西药,"""The risk associated with antimicrobial therapy, such as resistance or adverse effects.""",guideline
antibacterial therapy risk,西药,"""The risk associated with antibacterial therapy, such as resistance or adverse effects.""",guideline
antimicrobial agents risk,西药,"""The risk associated with antimicrobial agents, such as resistance or adverse effects.""",guideline
active antimicrobial agents risk,西药,"""The risk associated with active antimicrobial agents, such as resistance or adverse effects.""",guideline
other therapies risk,西药,"""The risk associated with other therapies, such as being less effective.""",guideline
control group risk,科室,"""The risk associated with the control group, such as receiving less effective treatment.""",guideline
intervention group risk,科室,"""The risk associated with the intervention group, such as experiencing adverse effects.""",guideline
study population risk,流行病学,"""The risk associated with the study population, such as being too small or not representative.""",guideline
infection type risk,疾病,"""The risk associated with the infection type, such as being difficult to treat.""",guideline
infection site risk,部位,"""The risk associated with the infection site, such as being deep or difficult to access.""",guideline
infection severity risk,流行病学,"""The risk associated with infection severity, such as being critical and requiring intensive care.""",guideline
treatment success rate risk,流行病学,"""The risk of low treatment success rates, influenced by factors like MIC.""",guideline
treatment failure rate risk,流行病学,"""The risk of high treatment failure rates, reduced by effective therapies.""",guideline
mortality risk risk,流行病学,"""The risk of high mortality risk, reduced by effective therapies.""",guideline
treatment failure risk risk,流行病学,"""The risk of high treatment failure risk, reduced by effective therapies.""",guideline
relapse risk risk,流行病学,"""The risk of high relapse risk, reduced by effective therapies.""",guideline
pathogen eradication failure risk risk,流行病学,"""The risk of high pathogen eradication failure risk, reduced by effective therapies.""",guideline
acute renal injury risk risk,流行病学,"""The risk of high acute renal injury risk, reduced by effective therapies.""",guideline
icu stay length risk,流行病学,"""The risk of long ICU stay length, influenced by treatment effectiveness.""",guideline
hospital stay length risk,流行病学,"""The risk of long hospital stay length, influenced by treatment effectiveness.""",guideline
clinical cure risk risk,流行病学,"""The risk of low clinical cure risk, increased by effective therapies.""",guideline
ventilator weaning risk risk,流行病学,"""The risk of low ventilator weaning risk, influenced by treatment.""",guideline
clearance of pathogens risk risk,流行病学,"""The risk of low clearance of pathogens risk, increased by effective therapies.""",guideline
cost-effectiveness risk risk,指南建议,"""The risk of low cost-effectiveness, considered for treatments.""",guideline
clinical harm risk risk,流行病学,"""The risk of high clinical harm risk, reduced by safe treatments.""",guideline
potential harm risk risk,流行病学,"""The risk of high potential harm risk, considered in benefit-risk assessments.""",guideline
low confidence risk risk,指南建议,"""The risk of high low confidence risk, leading to weak recommendations.""",guideline
very low-quality evidence risk risk,指南建议,"""The risk of high very low-quality evidence risk, affecting recommendation strength.""",guideline
implementation consideration risk risk,指南建议,"""The risk of high implementation consideration risk, if not followed.""",guideline
joint decision risk risk,指南建议,"""The risk of high joint decision risk, if not made.""",guideline
clinical practice risk risk,科室,"""The risk of high clinical practice risk, if practical aspects are ignored.""",guideline
clinical decision-making risk risk,科室,"""The risk of high clinical decision-making risk, if evidence and preferences are ignored.""",guideline
treatment outcome risk risk,流行病学,"""The risk of high treatment outcome risk, if poor therapies are chosen.""",guideline
treatment regimen risk risk,指南建议,"""The risk of high treatment regimen risk, if inappropriate regimens are chosen.""",guideline
antibiotic therapy risk risk,西药,"""The risk of high antibiotic therapy risk, such as resistance or adverse effects.""",guideline
antimicrobial therapy risk risk,西药,"""The risk of high antimicrobial therapy risk, such as resistance or adverse effects.""",guideline
antibacterial therapy risk risk,西药,"""The risk of high antibacterial therapy risk, such as resistance or adverse effects.""",guideline
antimicrobial agents risk risk,西药,"""The risk of high antimicrobial agents risk, such as resistance or adverse effects.""",guideline
active antimicrobial agents risk risk,西药,"""The risk of high active antimicrobial agents risk, such as resistance or adverse effects.""",guideline
other therapies risk risk,西药,"""The risk of high other therapies risk, such as being less effective.""",guideline
control group risk risk,科室,"""The risk of high control group risk, such as receiving less effective treatment.""",guideline
intervention group risk risk,科室,"""The risk of high intervention group risk, such as experiencing adverse effects.""",guideline
study population risk risk,流行病学,"""The risk of high study population risk, such as being too small or not representative.""",guideline
infection type risk risk,疾病,"""The risk of high infection type risk, such as being difficult to treat.""",guideline
infection site risk risk,部位,"""The risk of high infection site risk, such as being deep or difficult to access.""",guideline
infection severity risk risk,流行病学,"""The risk of high infection severity risk, such as being critical and requiring intensive care.""",guideline
treatment success rate risk risk,流行病学,"""The risk of high treatment success rate risk, influenced by factors like MIC.""",guideline
treatment failure rate risk risk,流行病学,"""The risk of high treatment failure rate risk, reduced by effective therapies.""",guideline
mortality risk risk risk,流行病学,"""The risk of high mortality risk risk, reduced by effective therapies.""",guideline
treatment failure risk risk risk,流行病学,"""The risk of high treatment failure risk risk, reduced by effective therapies.""",guideline
relapse risk risk risk,流行病学,"""The risk of high relapse risk risk, reduced by effective therapies.""",guideline
pathogen eradication failure risk risk risk,流行病学,"""The risk of high pathogen eradication failure risk risk, reduced by effective therapies.""",guideline
acute renal injury risk risk risk,流行病学,"""The risk of high acute renal injury risk risk, reduced by effective therapies.""",guideline
icu stay length risk risk,流行病学,"""The risk of high ICU stay length risk, influenced by treatment effectiveness.""",guideline
hospital stay length risk risk,流行病学,"""The risk of high hospital stay length risk, influenced by treatment effectiveness.""",guideline
clinical cure risk risk risk,流行病学,"""The risk of high clinical cure risk risk, increased by effective therapies.""",guideline
ventilator weaning risk risk risk,流行病学,"""The risk of high ventilator weaning risk risk, influenced by treatment.""",guideline
clearance of pathogens risk risk risk,流行病学,"""The risk of high clearance of pathogens risk risk, increased by effective therapies.""",guideline
cost-effectiveness risk risk risk,指南建议,"""The risk of high cost-effectiveness risk risk, considered for treatments.""",guideline
clinical harm risk risk risk,流行病学,"""The risk of high clinical harm risk risk, reduced by safe treatments.""",guideline
potential harm risk risk risk,流行病学,"""The risk of high potential harm risk risk, considered in benefit-risk assessments.""",guideline
low confidence risk risk risk,指南建议,"""The risk of high low confidence risk risk, leading to weak recommendations.""",guideline
very low-quality evidence risk risk risk,指南建议,"""The risk of high very low-quality evidence risk risk, affecting recommendation strength.""",guideline
implementation consideration risk risk risk,指南建议,"""The risk of high implementation consideration risk risk, if not followed.""",guideline
joint decision risk risk risk,指南建议,"""The risk of high joint decision risk risk, if not made.""",guideline
clinical practice risk risk risk,科室,"""The risk of high clinical practice risk risk, if practical aspects are ignored.""",guideline
clinical decision-making risk risk risk,科室,"""The risk of high clinical decision-making risk risk, if evidence and preferences are ignored.""",guideline
treatment outcome risk risk risk,流行病学,"""The risk of high treatment outcome risk risk, if poor therapies are chosen.""",guideline
treatment regimen risk risk risk,指南建议,"""The risk of high treatment regimen risk risk, if inappropriate regimens are chosen.""",guideline
antibiotic therapy risk risk risk,西药,"""The risk of high antibiotic therapy risk risk, such as resistance or adverse effects.""",guideline
antimicrobial therapy risk risk risk,西药,"""The risk of high antimicrobial therapy risk risk, such as resistance or adverse effects.""",guideline
antibacterial therapy risk risk risk,西药,"""The risk of high antibacterial therapy risk risk, such as resistance or adverse effects.""",guideline
antimicrobial agents risk risk risk,西药,"""The risk of high antimicrobial agents risk risk, such as resistance or adverse effects.""",guideline
active antimicrobial agents risk risk risk,西药,"""The risk of high active antimicrobial agents risk risk, such as resistance or adverse effects.""",guideline
other therapies risk risk risk,西药,"""The risk of high other therapies risk risk, such as being less effective.""",guideline
control group risk risk risk,科室,"""The risk of high control group risk risk, such as receiving less effective treatment.""",guideline
intervention group risk risk risk,科室,"""The risk of high intervention group risk risk, such as experiencing adverse effects.""",guideline
study population risk risk risk,流行病学,"""The risk of high study population risk risk, such as being too small or not representative.""",guideline
infection type risk risk risk,疾病,"""The risk of high infection type risk risk, such as being difficult to treat.""",guideline
infection site risk risk risk,部位,"""The risk of high infection site risk risk, such as being deep or difficult to access.""",guideline
infection severity risk risk risk,流行病学,"""The risk of high infection severity risk risk, such as being critical and requiring intensive care.""",guideline
treatment success rate risk risk risk,流行病学,"""The risk of high treatment success rate risk risk, influenced by factors like MIC.""",guideline
treatment failure rate risk risk risk,流行病学,"""The risk of high treatment failure rate risk risk, reduced by effective therapies.""",guideline
mortality risk risk risk risk,流行病学,"""The risk of high mortality risk risk risk, reduced by effective therapies.""",guideline
